event_id,asset_symbol,source,title,hack_subtype,matched_reason,abnormal_vs_btc_24h,status
cand_04953,ADA,news:cointelegraph,OpenAI and Malta Partner to Give All Citizens Free ChatGPT Plus Access,hack_unclear,,0.0014195518750157454,ok
cand_04889,BNB,news:bitcoinist,Tether Urged To Transfer $344M In Frozen USDT To Terror Victims | Bitcoinist.com,fund_recovery,\bfrozen\b,-0.004681482044045504,ok
cand_04822,AAVE,news:bitcoinist,KelpDAO: rsETH Records $936k Net Outflows One Month Post-Hack - Details | Bitcoinist.com,fund_recovery,"\brecovery\b,\bfrozen\b",0.00045576398717273037,ok
cand_04711,BNB,news:bitcoinist,$10M Gone: Thorchain Exploit Triggers Security Fears Across DeFi,fund_recovery,"\brecovery\b,\bfrozen\b",0.0029846915448046296,ok
cand_04600,BNB,news:bitcoinist,Crypto Report Card: How Institutional Investors Allocated Capital In Q1 2026 | Bitcoinist.com,fund_recovery,"\brecovered\b,\bfrozen\b",-0.0027592124140380925,ok
cand_04560,BNB,news:bitcoinist,Crypto Confidence Surges As Italy's Largest Bank Doubles Holdings In Q1,fund_recovery,\bfrozen\b,-0.010905470015230123,ok
cand_04468,BNB,news:bitcoinist,"CLARITY Act Could Unlock Wider Tech Growth In America, Says a16z",fund_recovery,\bfrozen\b,0.0008842437975336015,ok
cand_04379,BNB,news:bitcoinist,"Crypto Systems Could Be Outpaced By Quantum Tech By 2033, Says Hoskinson",fund_recovery,\bfrozen\b,-0.0006217589310655303,ok
cand_04376,ADA,news:cointelegraph,Bernstein Sees Figure Q1 Proves Uniqueness of Blockchain Marketplaces,hack_unclear,,0.0022919087840405084,ok
cand_04272,BNB,news:bitcoinist,"Bitcoin's Social Euphoria Hits Annual Peak Due To CLARITY Act, But History Says Caution Is Warranted",fund_recovery,"\brecovery\b,\bfrozen\b",1.9462704702100098e-05,ok
cand_04139,AAVE,news:cointelegraph,Aave Restores Wrapped Ether Borrowing Following Kelp DAO Hack,fund_recovery,"\brecovery\b,\bfrozen\b",0.008782745243715473,ok
cand_04119,AAVE,news:cryptonews,Aave restores WETH borrowing as Kelp DAO recovery moves ahead,fund_recovery,"\brecovered\b,\brecovery\b,\bfrozen\b",0.010637424754751601,ok
cand_04074,ADA,news:cointelegraph,Verus Ethereum Bridge Reportedly Exploited for $11.58 Million,active_exploit,"\bexploited\b,\bexploit\b,\bstolen\b",0.009364210497318837,ok
cand_03976,AAVE,news:decrypt,Crypto ATM Operator Bitcoin Depot Files for Chapter 11 Bankruptcy - Decrypt,active_exploit,\bstolen\b,0.00531300952077407,ok
cand_03967,BNB,news:bitcoinist,Hacker Drains $11.58 Million From Verus-Ethereum Bridge | Bitcoinist.com,active_exploit,"\bexploit\b,\bdrained\b,\bstolen\b",0.0037823709368477454,ok
cand_03899,BNB,news:bitcoinist,"BREAKING - Bitcoin Depot, Operator Of 9,000+ ATMs, Files For Bankruptcy Protection",hack_unclear,,-0.0009153950850513404,ok
cand_03830,AAVE,news:decrypt,"Morning Minute: Bitcoin Slides Back to $77K on Rising Bond Yields, Oil Spike - Decrypt",active_exploit,\bexploit\b,-0.006236282408504601,ok
cand_03802,BNB,news:bitcoinist,Ex-Ripple CTO Schwartz Sends XRP To John Deaton Senate Campaign,security_disclosure,\bdisclosed\b,0.0031675429928934573,ok
cand_03698,ADA,news:bitcoinist,Did The Cardano Founder Help To Derail XRP’s Growth? Ripple Community Draws Out Hoskinson | Bitcoinist.com,hack_unclear,,0.004695210649042769,ok
cand_03688,AAVE,news:cryptonews,CoinEx’s crypto savings push in the age of falling DeFi yields,security_disclosure,\bfixed\b,-0.006827351714246976,ok
cand_03583,ADA,news:cointelegraph,Ether Bears Take Control With Drop to $2K: What Will Stop ETH Price Crash?,active_exploit,\bexploited\b,0.0004917468800682556,ok
cand_03426,AAVE,news:decrypt,Ethereum Founder Vitalik Buterin Says AI Verification Could Help Secure Crypto Networks - Decrypt,fund_recovery,\brecovery\b,0.004639969816865097,ok
cand_03374,AAVE,news:cryptonews,Standard Chartered: $4T tokenized by 2028,hack_unclear,,0.005519839180006425,ok
cand_03370,BNB,news:bitcoinist,"Analyst Predicts Bitcoin And Ethereum Price For The Rest Of 2026, What To Expect | Bitcoinist.com",active_exploit,\bexploit\b,-0.0035054177497813033,ok
cand_03357,AAVE,news:decrypt,Polymarket Users Spur Insider Trading Suspicions With $2.4 Million in Iran Prediction Wins - Decrypt,hack_unclear,,0.002059892295875443,ok
cand_03296,BNB,news:bitcoinist,Patrick Witt Teases ‘Breakthrough’ On US Bitcoin Reserve,hack_unclear,,-0.006179399074051517,ok
cand_03256,AAVE,news:decrypt,"Bitcoin Faces Greater Quantum Computing Risk Than Ethereum, Citi Warns - Decrypt",active_exploit,\bprivate key\b,-0.00736538482030169,ok
cand_03227,ADA,news:cointelegraph,Georgia Primary to Test Crypto PAC’s Support for Democratic Candidate,active_exploit,\bstolen\b,-0.008945805657052275,ok
cand_03206,ADA,news:cointelegraph,3 Factors May Send Bitcoin Price Back To $80K,security_disclosure,\bfixed\b,-0.011513851958771082,ok
cand_03019,BNB,news:bitcoinist,The XRP Asian Breakout: Japan And South Korea Lead The Charge | Bitcoinist.com,active_exploit,\bexploit\b,-0.0057522805335575855,ok
cand_02940,ADA,news:cointelegraph,Tom Lee says Ether Pullback was Chance for Bitmine to Buy 71K ETH,active_exploit,\bexploited\b,-0.012993554235753768,ok
cand_02923,ADA,news:cointelegraph,Echo Protocol Hacked for $76.7M in Admin Key Exploit,fund_recovery,\brecovery\b,-0.013638571700024804,ok
cand_02865,BNB,news:bitcoinist,South Korea's KB Completes Stablecoin Pilot Ahead Of Rules,hack_unclear,,-0.004814257142071732,ok
cand_02860,ADA,news:cointelegraph,Ethereum Foundation Sees 2 More High-Profile Departures,active_exploit,\bexploited\b,-0.011986138182632833,ok
cand_02763,BNB,news:bitcoinist,Crypto Hack Hits Echo As Monad’s eBTC Market Faces Fallout,active_exploit,"\bexploit\b,\bhacked\b,\bdrained\b,\bstolen\b",-0.0021515320709999397,ok
cand_02758,ADA,news:cointelegraph,Swan Bitcoin Faces Nearly $1B Lawsuit Over Prime Trust Transfers,fund_recovery,\brecovery\b,-0.010658922553986927,ok
cand_02679,AAVE,news:decrypt,Bitcoin DeFi Platform Echo Protocol Hit By $76M Monad Exploit - Decrypt,active_exploit,\bexploit\b,-0.014425666529537029,ok
cand_02667,AAVE,news:decrypt,"Morning Minute: SEC Reverses Course on Tokenized Stocks, HYPE Soars - Decrypt",active_exploit,\bexploited\b,-0.01570060288512165,ok
cand_02630,AVAX,news:utoday,"XRP-Linked Ripple Never Had Gag Order, Clarifies SEC Veteran; Binance Drops Major Uniswap and Bitcoin Pairs; Crypto Faces Shai-Hulud Malware Again - Morning Crypto Report - U.Today",active_exploit,\bstolen\b,0.0012316066896485012,ok
cand_02555,ADA,news:cointelegraph,Estonia Suspends Zondacrypto Operator License,protocol_pause,\bsuspended\b,-0.013591358112420515,ok
cand_02538,AAVE,news:decrypt,AI Slop Floods Bug Bounty Programs as Companies Struggle with Fake Reports - Decrypt,active_exploit,\bexploit\b,-0.01793936746149094,ok
cand_02389,ADA,news:coinpaper,Dexsport Review: Web3 Sportsbook and Casino for Crypto-First Players,hack_unclear,,-0.00656753423827694,ok
cand_02363,AAVE,news:decrypt,"People Are More Willing to Lie to AI Than Humans, Study Finds - Decrypt",active_exploit,\bexploit\b,-0.0079674193633128,ok
cand_02270,BNB,news:bitcoinist,National Trust Charters For Crypto Under Fire—Senator Warren Says It Goes Beyond The Law | Bitcoinist.com,hack_unclear,,0.005674587309800971,ok
cand_02170,BNB,news:bitcoinist,Donald Trump Abandons Meme Coins In Favor Of These Indirect Bitcoin Exposure Vehicles | Bitcoinist.com,hack_unclear,,0.005873311278874471,ok
cand_02105,BNB,news:bitcoinist,XRP Ledger Announces Quantum-Era Partnership: Project Eleven Teams With Ripple | Bitcoinist.com,hack_unclear,,0.006164273201358927,ok
cand_01828,ADA,news:cointelegraph,Bankr Disables Transactions After Hacker Accessed 14 Crypto Wallets,active_exploit,"\bexploited\b,\bexploit\b,\bhacked\b,\bdrained\b,\bstolen\b",-0.0026278530326107052,ok
cand_01737,BNB,news:bitcoinist,Japan To Expand Foreign Stablecoins Rules Starting June 1,hack_unclear,,0.007945576574748925,ok
cand_01699,ADA,news:cointelegraph,GitHub Internal Repositories Breached via VS Code Extension,active_exploit,"\bexploited\b,\bexploit\b",-0.010297988649175527,ok
cand_01622,HYPE,news:coinpaper,SEC Chair Paul Atkins Signals a New Era for Crypto — XRP Leads the Conversation,hack_unclear,,0.20342654552123562,ok
cand_01590,ADA,news:cointelegraph,OpenAI Opens First Overseas AI Lab in Singapore With $234M Commitment,hack_unclear,,-0.005881069422642327,ok
cand_01531,BNB,news:bitcoinist,Chainlink's Nazarov Reveals 3 Trends He’s Watching Closely,active_exploit,\bexploit\b,0.01118126241016082,ok
cand_01490,ADA,news:cointelegraph,South Carolina Governor Signs Bill Protecting Bitcoin Miners and Banning CBDC Payments,hack_unclear,,-0.006110444363758405,ok
cand_01473,ADA,news:cointelegraph,Bitcoin Momentum Weakens as BTC Price Support at $75K Becomes Key,hack_unclear,,-0.0072945867436861045,ok
cand_01459,BNB,news:bitcoinist,Crypto AI Platform Bankr Locks Down System After Hacker Breaches 14 Crypto Wallets,active_exploit,"\bexploited\b,\bexploit\b,\bdrained\b",0.009475100374912171,ok
cand_01427,AAVE,news:decrypt,Morning Minute: Markets Flip Green Overnight Ahead of NVDA Earnings - Decrypt,fund_recovery,\brecovery\b,0.009333280921163256,ok
cand_01386,ADA,news:cointelegraph,Singapore Revokes Bsquared’s Crypto Licence Over Regulatory Breaches,active_exploit,\bexploit\b,-0.00356007322125218,ok
cand_01316,ADA,news:cointelegraph,Fireblocks Unveils Infrastructure For AI Agents,hack_unclear,,-0.004153801479649499,ok
cand_01273,AAVE,news:decrypt,"AI Watchdog Warns of 'Rogue Deployment' Risk at Top Labs, With Capabilities Growing Fast - Decrypt",active_exploit,\bexploit\b,0.010293189705313899,ok
cand_01122,BNB,news:bitcoinist,Top Crypto Exchange Expands Into UK With New Local Platform,hack_unclear,,0.008319070219045654,ok
cand_01107,BNB,news:bitcoinist,Arthur Hayes' Bombshell CLARITY Act Warning Just Resurfaced — And The Timing Couldn't Be Worse | Bitcoinist.com,hack_unclear,,0.006150721078618693,ok
cand_01085,AAVE,news:decrypt,"GitHub Confirms 3,800 Internal Repos Stolen Through Poisoned VS Code Extension - Decrypt",active_exploit,\bstolen\b,-0.0021040901891342667,ok
cand_01022,ADA,news:cointelegraph,Fairshake PAC’s $20M Investment Pays off in Three US State Primaries,hack_unclear,,0.003970322066231935,ok
cand_00941,BNB,news:bitcoinist,Washington Targets Iran’s $7 Billion Crypto Network To Cut Off Financial Channels—FOX | Bitcoinist.com,regulatory_enforcement,\bsanction,0.01052066299382115,ok
cand_00872,BNB,news:watcherguru,Binance Says it Prevented Over $10T in Fraud Using AI Models,hack_unclear,,0.010485839095747185,ok
cand_00732,ADA,news:cointelegraph,Missouri AG Sues Crypto ATM Operator CoinFlip ‘For Enabling Scams’,hack_unclear,,0.007513431040008234,ok
cand_00695,BNB,news:bitcoinist,US Treasury Cracks Down Drug Lord’s Crypto Money-Laundering Ring Linked To Sinaloa Cartel | Bitcoinist.com,regulatory_enforcement,\bsanction,0.010201940489166228,ok
cand_00666,AAVE,news:decrypt,Shai-Hulud: What to Know About the Malware Spreading Through Software Pipelines - Decrypt,security_disclosure,\bdisclosed\b,-0.0006847533690956809,ok
cand_00374,ADA,news:cointelegraph,Map Protocol Loses 96% After Quadrillion Token Exploit,fund_recovery,\brecovery\b,0.005971701353070458,ok
cand_00277,BNB,news:cryptonews,"MAPO crashes to record lows, bridge attack overwhelms circulating supply",fund_recovery,\brecovery\b,0.009736161077890881,ok
cand_00269,BNB,news:bitcoinist,Bitcoin Quantum Exposure: Glassnode Says 30% of Supply Is Highly Vulnerable | Bitcoinist.com,fund_recovery,\bbitfinex\b,0.009926730406179196,ok
cand_00248,ADA,news:cointelegraph,Syndicate Labs Shuts Down After Ethereum Rollup Market Shift,active_exploit,"\bexploited\b,\bprivate key\b",0.01261265971962422,ok
cand_00239,AAVE,news:cointelegraph,Digital Assets Like Ordinals Used in Tax Evasion Schemes: Chainalysis,active_exploit,\bexploit\b,-0.008003955854002376,ok
cand_00213,BNB,news:bitcoinist,By The Numbers: How Much Bitcoin Is Exposed To Quantum?,hack_unclear,,0.016574100432215966,ok
