candidate_id,raw_id,raw_published_at,published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time,backtest_time_utc,backtest_time_china,backtest_time_basis,time_timezone_assumption,time_parse_status,time_parse_flags,title,content,source,url,candidate_asset_symbol,candidate_binance_spot_symbol,candidate_binance_futures_symbol,candidate_event_type,candidate_event_subtype,candidate_direction_hint,candidate_importance,event_scope,asset_confidence,time_confidence,needs_review,review_decision,review_notes,quality_flags
cand_00011,news:1033:b2d7cd966ce0de00,2026-06-01T01:11:09Z,2026-06-01 09:11:09 UTC+8,2026-06-01T01:11:09Z,2026-06-01 09:11:09 UTC+8,2026-06-01T01:11:09Z,2026-06-01T01:11:09Z,2026-06-01 09:11:09 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 09:11:09 UTC+8,2026-06-01T01:11:09Z,2026-06-01 09:11:09 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,据以色列i24News：伊朗导弹基地已恢复使用,据以色列i24News：伊朗导弹基地已恢复使用。,news:jin10,https://www.jin10.com/detail/20260601011109644800.html,,,,other,needs_taxonomy_review,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00012,news:1033:f28cb1a6a8ee2528,2026-06-01T01:00:48Z,2026-06-01 09:00:48 UTC+8,2026-06-01T01:00:48Z,2026-06-01 09:00:48 UTC+8,2026-06-01T01:00:48Z,2026-06-01T01:00:48Z,2026-06-01 09:00:48 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 09:00:48 UTC+8,2026-06-01T01:00:48Z,2026-06-01 09:00:48 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,据以色列第12频道：内塔尼亚胡试图说服特朗普扩大军事行动范围，将贝鲁特纳入其中,据以色列第12频道：内塔尼亚胡试图说服特朗普扩大军事行动范围，将贝鲁特纳入其中。,news:jin10,https://www.jin10.com/detail/20260601010048036800.html,BTC,BTCUSDT,BTCUSDT,macro,macro_event,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00013,news:1030:4e244d35a2abbfe6,2026-06-01T01:00:19Z,2026-06-01 09:00:19 UTC+8,2026-06-01T01:00:19Z,2026-06-01 09:00:19 UTC+8,2026-06-01T01:00:19Z,2026-06-01T01:00:19Z,2026-06-01 09:00:19 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 09:00:19 UTC+8,2026-06-01T01:00:19Z,2026-06-01 09:00:19 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Circle Targets Post-Quantum Security In Bold USDC Roadmap,"Circle Targets Post-Quantum Security In Bold USDC Roadmap Press Releases Submit a press release Read All Contact us Advertise No Result View All Result Bitcoin News Price Businesses Acceptance Technology Investment Regulation Reviews All Bitcoin News Altcoins News Price Ethereum Ripple Litecoin EOS NAGA All Altcoin News Tech Blockchain Security FinTech Price Bitcoin Price Ethereum Price Binance Coin Price Litecoin Price Industry Industry News Press Releases How to Buy gift cards/mobile Top Ups with Cryptos What Is Bitcoin? Best Bitcoin Wallet Bitcoin vs Ethereum Why Use Blockchain Technology? Bitcoin Cash ABC vs. Bitcoin Cash SV How to Buy Cryptocurrency How to do Crypto Gambling Crypto Casinos Ethereum Casinos Solana Casinos LiteCoin Casinos DogeCoin Casinos Live Crypto Casinos New Casinos Instant Withdrawal Casinos Cash App Casinos No KYC Casinos VPN Casinos Offshore Casinos Crypto Casinos IT Crypto Casinos ES All Guides Crypto Casinos JP Crypto Casinos SG Crypto Casinos MY Crypto Casinos KR No GAMSTOP Casinos in UK No Cruks Casinos NL Crypto Betting No ID sportsbooks Play Crypto Games Crypto Poker Crypto Slots Crypto Blackjack Crypto Crash Gambling Aviator Sites Plinko Bitcoin Mining Best Bitcoin Brokers Best Bitcoin Forex Brokers How To Earn Bitcoin What is Facebook Libra? Ripple and XRP: The Complete Guide Events Play Games Breaking News: CFTC Clears The Way For Regulated Crypto, Bitcoin Perpetuals—Kalshi Moves Next Bitcoin News Price Businesses Acceptance Technology Investment Regulation Reviews All Bitcoin News Altcoins News Price Ethereum Ripple Litecoin EOS NAGA All Altcoin News Tech Blockchain Security FinTech Price Bitcoin Price Ethereum Price Binance Coin Price Litecoin Price Industry Industry News Press Releases How to Buy gift cards/mobile Top Ups with Cryptos What Is Bitcoin? Best Bitcoin Wallet Bitcoin vs Ethereum Why Use Blockchain Technology? Bitcoin Cash ABC vs. Bitcoin Cash SV How to Buy Cryptocurrency How to do Crypto Gambling Crypto Casinos Ethereum Casinos Solana Casinos LiteCoin Casinos DogeCoin Casinos Live Crypto Casinos New Casinos Instant Withdrawal Casinos Cash App Casinos No KYC Casinos VPN Casinos Offshore Casinos Crypto Casinos IT Crypto Casinos ES All Guides Crypto Casinos JP Crypto Casinos SG Crypto Casinos MY Crypto Casinos KR No GAMSTOP Casinos in UK No Cruks Casinos NL Crypto Betting No ID sportsbooks Play Crypto Games Crypto Poker Crypto Slots Crypto Blackjack Crypto Crash Gambling Aviator Sites Plinko Bitcoin Mining Best Bitcoin Brokers Best Bitcoin Forex Brokers How To Earn Bitcoin What is Facebook Libra? Ripple and XRP: The Complete Guide Events Play Games No Result View All Result Breaking News: CFTC Clears The Way For Regulated Crypto, Bitcoin Perpetuals—Kalshi Moves Next Circle Targets Post-Quantum Security In Bold USDC Roadmap by Christian Encila Last Updated: May 31, 2026 8:00 pm · Posted in Crypto News Trusted Editorial content, reviewed by leading industry experts and seasoned editors. Ad Disclosure Users who fail to migrate their accounts before quantum computers become a practical threat would not automatically lose their assets under Circle’s new plan — the company is proposing recovery frameworks tied to cryptographic proofs, seed phrase verification, exchange records, and even court orders if necessary. Related Reading: Banks Vs. Crypto Law: JPMorgan CEO Doubles Down On CLARITY Opposition A Long Road, Not A Quick Fix Circle, which issues the USDC stablecoin across more than 30 blockchain networks, published a post-quantum security whitepaper on Friday outlining how it intends to prepare USDC and its upcoming Arc blockchain for an era when today’s cryptographic standards may no longer hold. The plan runs in three phases: a readiness stage to identify vulnerable systems, a transition period where old and new cryptography operate side by side, and a final migration that could see classical signature schemes retired entirely. The underlying risk is technical but significant. Most blockchains rely on elliptic curve cryptography, and a powerful enough quantum computer running Shor’s algorithm could theoretically extract private keys from public keys — a scenario Circle describes as a potential “cliff event” rather than a slow-building threat. Quantum computing introduces long-term risk for digital infrastructure, from wallet signatures to validator integrity and more. Circle’s post-quantum whitepaper explores Arc’s phased approach to resilience across: → USDC → Smart contracts → Validators → Infrastructure… pic.twitter.com/niZqxTnUvX — Arc (@arc) May 29, 2026 The company was quick to add that conventional cybersecurity risks remain the more immediate concern, and that no firm timeline exists for when quantum machines capable of breaking current encryption might arrive. The Immutable Contract Problem Arc, Circle’s forthcoming blockchain, is set to launch with several protections already built in. Reports say it will support SLH-DSA signatures — a hash-based standard designed to withstand quantum attacks — along with post-quantum encrypted communications using HPKE and X-Wing technologies. Total crypto market cap currently at $2.4 trillion. Chart: TradingView Privacy on the network will be handled through trusted execution environments, including AWS Nitro Enclaves, which process encrypted transactions and shield balance data from outside view. Upgrading existing USDC smart contracts presents a harder challenge. Circle plans to modify contracts that allow upgrades so they can accept both traditional and post-quantum signatures at the same time, letting users migrate at their own pace. But immutable contracts are a different story — particularly Ethereum’s widely used “ecrecover” function, which is baked into countless deployed contracts that cannot be changed. According to Circle, protocol-level intervention may be the only path forward there. Related Reading: $1.88M Wiped Out As Sui Blockchain Suffers Third Outage Before Recovery Regulatory Questions Left Open The account recovery proposals are among the more forward-looking parts of the whitepaper. Circle also flagged longer-term risks around blockchain history itself, warning that compromised validator keys on proof-of-stake networks could potentially be used to tamper with historical records. To counter that, the roadmap calls for validator migration, post-quantum-secured checkpoints, and mechanisms to validate chain history going forward. Featured image from Unsplash, chart from TradingView Editorial Process for bitcoinist is centered on delivering thoroughly researched, accurate, and unbiased content. We uphold strict sourcing standards, and each page undergoes diligent review by our team of top technology experts and seasoned editors. This process ensures the integrity, relevance, and value of our content for our readers. Share Tweet Share Share Sign Up for Our Newsletter! For updates and exclusive offers enter your email. Sign Up I consent to my submitted data being collected and stored. Leave this field empty if you're human: Christian Encila Follow Christian, a journalist and editor with leadership roles in Philippine and Canadian media, is fueled by his love for writing and cryptocurrency. Off-screen, he's a cook and cinephile who's constantly intrigued by the size of the universe. Full Profile Related Posts ‘Now Or Never’ For Crypto Clarity, CEO Warns Ahead Of Key June Push 5 hours ago Bitcoin Bulls Defy Market Sell-Off As Sentiment Hits 2026 High — Analysts 9 hours ago Crypto Liquidity Dries Up As $1.2B Flows Out Of Binance In May 11 hours ago $1.88M Wiped Out As Sui Blockchain Suffers Third Outage Before Recovery 1 day ago Banks Vs. Crypto Law: JPMorgan CEO Doubles Down On CLARITY Opposition 1 day ago $1 Billion In Iranian Crypto Seized By US, Treasury Secretary Says 1 day ago Premium Sponsors Press Releases XRP Price Needs 73% Just for Breakeven – Here Is the Best... 1 week ago Wadoozie Pays You for Puzzles and Content – Here’s... 2 weeks ago Bitcoin Poker Site CoinPoker Joins Triton Montenegro 2026... 2 weeks ago Best Crypto to Buy Before Exchange Listings? Divine Ray... 2 weeks ago Binance Moves Toward Autonomous Crypto Trading with Launch... 2 weeks ago Bitcoin news portal providing breaking news, guides, price analysis about decentralized digital money & blockchain technology. Bitcoin News Price Businesses Acceptance Technology Investment Regulation Reviews Altcoins News Price Ethereum Ripple Litecoin EOS Categories Blockchain Security FinTech Technology Trending Breaking News Press Releases How to About Us Advertise Contact us Editorial Policy Privacy Policy © 2026 Bitcoinist.com . All Rights Reserved. Bitcoin News Price Businesses Acceptance Technology Investment Regulation Reviews All Bitcoin News Altcoins News Price Ethereum Ripple Litecoin EOS NAGA All Altcoin News Tech Blockchain Security FinTech Price Bitcoin Price Ethereum Price Binance Coin Price Litecoin Price Industry Industry News Press Releases How to Buy gift cards/mobile Top Ups with Cryptos What Is Bitcoin? Best Bitcoin Wallet Bitcoin vs Ethereum Why Use Blockchain Technology? Bitcoin Cash ABC vs. Bitcoin Cash SV How to Buy Cryptocurrency How to do Crypto Gambling Crypto Casinos Crypto Betting Play Crypto Games Crypto Poker Crypto Slots Crypto Blackjack Crypto Crash Gambling Plinko Bitcoin Mining Best Bitcoin Brokers Best Bitcoin Forex Brokers How To Earn Bitcoin What is Facebook Libra? Ripple and XRP: The Complete Guide Events Play Games Advertise © 2025 Bitcoinist . All Rights Reserved. This website uses cookies. By continuing to use this website you are giving consent to cookies being used. Visit our Privacy Center or Cookie Policy . I Agree",news:bitcoinist,https://bitcoinist.com/circle-targets-post-quantum-security-in-bold-usdc-roadmap/,BNB,BNBUSDT,BNBUSDT,hack_security,exploit_or_theft,risk,4,multi_asset,low,high,true,,,"multi_asset,market_wide_event"
cand_00014,news:2012:dee135863ecaacd0,2026-06-01T01:00:03Z,2026-06-01 09:00:03 UTC+8,2026-06-01T01:00:03Z,2026-06-01 09:00:03 UTC+8,2026-06-01T01:00:03Z,2026-06-01T01:00:03Z,2026-06-01 09:00:03 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 09:00:03 UTC+8,2026-06-01T01:00:03Z,2026-06-01 09:00:03 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,美元兑日元上涨0.1%，报159.456,据 Gate 最新数据，黄金价格上涨至 4540.63 美元/盎司，日内涨幅达 0.11%。白银价格涨至 75.55 美元/盎司，日内涨幅达 0.54%。 BVIX（BTC 波动率指数）最新报价 36.6，日内涨幅为 2.32%。EVIX（ETH 波动率指数）最新报价 50.04，日内涨幅为 2.58%。 外汇方面，美元兑离岸人民币（USD/CNH）日内上涨 0.05%，当前汇率为 6.76377。美元兑日元（USD/JPY）日内上涨 0.07%，当前汇率为 159.456。 全球股指方面，欧洲50指数（EUSTX50）日内下跌 0.66%，报 6025.24 点；英国富时100指数（UK100）日内下跌 0.02%，报 10365.3 点；德国DAX40指数（GER40）日内上涨 0.07%，报 25112.6 点。 大宗商品方面，WTI 原油日内上涨 0.57%，报 91.87 美元/桶。布伦特原油日内下跌 0.14%，报 95.72 美元/桶。 Gate 支持用户在平台内直接交易传统金融市场产品，一站式覆盖贵金属、外汇、全球股票差价合约（CFD）、重要指数及大宗商品等多类资产，实现加密资产与传统金融资产的深度融合。Gate TradFi 相关功能已全面集成至 Gate App 及 Web 端，用户无需切换平台，即可便捷参与全球资产价格交易，在加密市场之外解锁更多策略与机会，持续提升多元资产配置体验。,news:odaily_exchange_gap,https://www.odaily.news/zh-CN/newsflash/485651,BTC,BTCUSDT,BTCUSDT,macro,macro_event,observe,4,multi_asset,low,high,true,,,"multi_asset,market_wide_event"
cand_00015,news:1033:40c31cff6c05cb54,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,法国总统马克龙：连续表态（共 5 条）,"法国总统马克龙：近期连续发表以下观点：
一、法国总统马克龙：当前的首要任务应当是达成停火协议，并在不附加任何条件、且符合国际法的前提下，立即重新开放霍尔木兹海峡。
二、法国总统马克龙：随后，各方应继续展开讨论，就其他议题达成一项全面且稳固的协议，尤其是在核计划、弹道导弹计划以及地区稳定问题上。
三、法国总统马克龙：至于地区稳定，应当首先从黎巴嫩开始。当前最紧迫的是让所有武器彻底停止发声，并且永久停火。
四、法国总统马克龙：目前黎巴嫩南部发生的局势严重升级是毫无理由的。
五、法国总统马克龙：法国将继续支持黎巴嫩当局恢复国家主权和维护领土完整的努力。",news:jin10,https://www.jin10.com/detail/20260601004925997800.html,,,,network_upgrade,upgrade_or_fork,observe,3,unknown,low,high,true,,,missing_asset
cand_00016,news:1033:78c5e911d0adc871,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,法国总统马克龙：连续表态（共 4 条）,"法国总统马克龙：近期连续发表以下观点：
一、法国总统马克龙：随后，各方应继续展开讨论，就其他议题达成一项全面且稳固的协议，尤其是在核计划、弹道导弹计划以及地区稳定问题上。
二、法国总统马克龙：至于地区稳定，应当首先从黎巴嫩开始。当前最紧迫的是让所有武器彻底停止发声，并且永久停火。
三、法国总统马克龙：目前黎巴嫩南部发生的局势严重升级是毫无理由的。
四、法国总统马克龙：法国将继续支持黎巴嫩当局恢复国家主权和维护领土完整的努力。",news:jin10,https://www.jin10.com/detail/20260601004937107800.html,,,,network_upgrade,upgrade_or_fork,observe,3,unknown,low,high,true,,,missing_asset
cand_00017,news:1033:fc5801d9984d3c5c,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 08:50:50 UTC+8,2026-06-01T00:50:50Z,2026-06-01 08:50:50 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,法国总统马克龙：连续表态（共 3 条）,"法国总统马克龙：近期连续发表以下观点：
一、法国总统马克龙：至于地区稳定，应当首先从黎巴嫩开始。当前最紧迫的是让所有武器彻底停止发声，并且永久停火。
二、法国总统马克龙：目前黎巴嫩南部发生的局势严重升级是毫无理由的。
三、法国总统马克龙：法国将继续支持黎巴嫩当局恢复国家主权和维护领土完整的努力。",news:jin10,https://www.jin10.com/detail/20260601005017614800.html,,,,network_upgrade,upgrade_or_fork,observe,3,unknown,low,high,true,,,missing_asset
cand_00018,news:1033:92b47ae4c681effe,2026-06-01T00:49:26Z,2026-06-01 08:49:26 UTC+8,2026-06-01T00:49:26Z,2026-06-01 08:49:26 UTC+8,2026-06-01T00:49:26Z,2026-06-01T00:49:26Z,2026-06-01 08:49:26 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 08:49:26 UTC+8,2026-06-01T00:49:26Z,2026-06-01 08:49:26 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,法国总统马克龙：连续表态（共 2 条）,"法国总统马克龙：近期连续发表以下观点：
一、法国总统马克龙：与沙特王储、阿曼苏丹、阿联酋总统和埃及总统进行了交谈，我向他们传达了同一个信息——美国与伊朗之间尽快达成协议至关重要，必须把握机会。
二、法国总统马克龙：当前的首要任务应当是达成停火协议，并在不附加任何条件、且符合国际法的前提下，立即重新开放霍尔木兹海峡。",news:jin10,https://www.jin10.com/detail/20260601004849485800.html,,,,other,needs_taxonomy_review,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00019,news:1033:2e7e327607906492,2026-06-01T00:33:44Z,2026-06-01 08:33:44 UTC+8,2026-06-01T00:33:44Z,2026-06-01 08:33:44 UTC+8,2026-06-01T00:33:44Z,2026-06-01T00:33:44Z,2026-06-01 08:33:44 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 08:33:44 UTC+8,2026-06-01T00:33:44Z,2026-06-01 08:33:44 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,据以色列第12频道：内塔尼亚胡正在召开关于黎巴嫩的安全评估会议,据以色列第12频道：内塔尼亚胡正在召开关于黎巴嫩的安全评估会议。,news:jin10,https://www.jin10.com/detail/20260601003344279800.html,,,,other,needs_taxonomy_review,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00020,news:1033:9b161eff2a1299c7,2026-06-01T00:19:20Z,2026-06-01 08:19:20 UTC+8,2026-06-01T00:19:20Z,2026-06-01 08:19:20 UTC+8,2026-06-01T00:19:20Z,2026-06-01T00:19:20Z,2026-06-01 08:19:20 UTC+8,UTC,source_timezone_field,0.0,2026-06-01 08:19:20 UTC+8,2026-06-01T00:19:20Z,2026-06-01 08:19:20 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,以色列国防军：在以色列北部多个地区响起警报后，拦截了从黎巴嫩发射的两枚导弹,以色列国防军：在以色列北部多个地区响起警报后，拦截了从黎巴嫩发射的两枚导弹。,news:jin10,https://www.jin10.com/detail/20260601001920694800.html,,,,other,needs_taxonomy_review,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
