event_id,asset_symbol,event_subtype,prefilter_passed,prefilter_blocks,prefilter_warnings,pre_event_abnormal_6h,price_in_5m,price_in_15m,price_in_1h,short_price_in_flag,price_in_flag,market_hours_block,title
cand_03704,SOL,whale_wallet_position,true,pass,none,0.000970,-0.002827,-0.002944,-0.010519,pass,none,false,"在 Pump 把 100% 收入回购调整为 50% 收入回购后，他们开始重新恢复把 SOL 转进交易所：
过去半小时里把 8.27 万枚 SOL ($702 万) 转进了 Kraken。

他们以前经常把手续费收入的 SOL 转进 Krak"
cand_03677,BNB,upgrade_or_fork,true,pass,none,0.000820,-0.004897,-0.004912,-0.008696,pass,none,false,BNBAgent SDK已上线BSC主网，为AI代理在链上的规模化落地提供核心基础设施
cand_03668,SOL,whale_wallet_position,true,pass,none,-0.002791,0.000474,-0.001302,-0.010204,pass,none,false,"Lookonchain：某地址在9个月后再次出售82,700枚SOL"
cand_03666,SOL,upgrade_or_fork,true,pass,none,-0.002286,0.001068,-0.000118,-0.009741,pass,none,false,吴说获悉，Solana 核心开发团队 Anza 表示，Agave 4.0 已正式向主网验证者推荐升级。该版本重点提升网络传输效率与区块处理能力，包括引入 XDP 技术后将 Turbine 重传延迟从约 600ms 降至约 0.8ms，并全面
cand_03562,BNB,upgrade_or_fork,true,pass,none,0.003673,-0.000078,0.001399,-0.000345,pass,severe,false,BNB Chain推出BNBAgent SDK，支持AI代理链上身份验证
cand_03477,AVAX,stablecoin_supply_or_flow,true,pass,none,0.006937,0.000000,0.002203,0.000000,pass,severe,false,"Stablecoins aren't just a US story.

@John1wu spoke to @LowBeta on what @avax is quietly building across Asia and LatAm:"
cand_03456,SOL,rwa_tokenization,true,pass,none,0.004943,-0.001418,0.000592,0.001541,pass,none,false,"🔥 UPDATE: Solana’s RWA market just crossed $2.8B, a new all-time high. https://t.co/cUH5EbjwVi"
cand_03391,ONDO,rwa_tokenization,true,pass,none,0.009640,-0.001744,-0.009801,0.004386,pass,none,false,"🔥 BULLISH: Tokenized stocks on Ondo Finance crossed $1.5B in TVL, with Ondo’s top five assets making up 25% of the secto"
cand_03341,XRP,price_market_structure,true,pass,none,0.002776,-0.001520,0.008700,0.002908,pass,none,false,$1.80 or $1.00? Analyst Maps Out XRP's Next Big Move - U.Today
cand_03274,XRP,staking_or_governance,true,pass,none,0.002168,0.000144,0.000072,0.007894,pass,none,false,XRP price slips 2% on profit taking
cand_03241,DOGE,payment_or_card_adoption,true,pass,none,-0.009582,-0.000096,-0.002684,-0.009613,pass,moderate,false,⚡️ NEW: Revolut unveiled a physical crypto card with Dogecoin branding and LED tap-to-pay functionality for users in the
cand_03226,DOGE,payment_or_card_adoption,true,pass,none,-0.004354,0.001823,0.003555,-0.004195,pass,none,false,Revolut推出首张实体加密卡，主打Dogecoin主题
cand_03115,DOGE,payment_or_card_adoption,true,pass,none,0.003187,-0.000286,-0.001431,-0.000382,pass,none,false,吴说获悉，Revolut 宣布推出首张实体加密卡，采用 Dogecoin 主题设计，并配备支付时可点亮的 LED 显示。该卡可在支持 Visa 与 Mastercard 的商户使用，首批面向英国及欧洲经济区（不含匈牙利、瑞士和葡萄牙）用户开
cand_03079,ONDO,whale_wallet_position,false,"pre_event_price_moved_+12.39%_6h,already_priced_in_5m_-1.38%",none,0.123894,-0.013783,-0.012017,0.010196,price_in_block,none,false,"仅在过去 2 个月时间里，Ondo 项目方的多签钱包就向 Coinbase 等交易所累计转移了超过 3.28 亿枚 $ONDO ($9842 万)。

地址：
https://t.co/eqO2dMOrZL
https://t.co/3c8"
cand_03078,ONDO,whale_wallet_position,false,"pre_event_price_moved_+12.40%_6h,already_priced_in_5m_-1.13%",none,0.124007,-0.011256,-0.011003,0.003635,price_in_block,none,false,Ondo项目方多签钱包过去2个月向Coinbase等交易所累计转移超3.28亿枚ONDO
cand_03069,ONDO,whale_wallet_position,false,pre_event_price_moved_+11.53%_6h,none,0.115289,0.002617,-0.011355,-0.005452,pass,none,false,余烬监测：ondo项目方多签钱包向Coinbase转入超3.28亿枚ondo
cand_03028,SOL,protocol_metric,true,pass,none,0.002893,-0.001174,-0.002111,-0.007812,pass,none,false,Defillama：Hyperliquid仍维持链上永续合约市场领先地位
cand_02900,XRP,upgrade_or_fork,true,pass,none,-0.001862,-0.000865,0.002097,-0.000216,pass,none,false,Ripple CTO Explains XRPL Hard Forks - U.Today
cand_02846,BNB,staking_or_governance,true,pass,none,-0.004645,0.000901,0.000917,-0.000233,pass,moderate,false,BNB Chain发布后量子密码学迁移报告，测试显示数据膨胀挑战
cand_02802,SOL,upgrade_or_fork,true,pass,none,0.000578,0.000234,0.003289,-0.000585,pass,none,false,Solana Chain GDP Hits $342M as RWA Market Cap Tops $2B
cand_02714,BNB,upgrade_or_fork,true,pass,none,-0.004066,0.000672,0.000844,0.000672,pass,moderate,false,"BNB Chain Passes Post-Quantum Security Test, Network Speed Falls 40%"
cand_02664,XRP,upgrade_or_fork,true,pass,none,-0.007621,0.000948,-0.001164,-0.001527,pass,none,false,Ripple CTO explains XRPL hard forks before 3.1.3 deadline
cand_02258,UNI,custody_or_institutional_product,true,pass,none,0.003930,0.000573,0.002582,0.004022,pass,none,false,⚡️ NEW: Figure CEO Brett Adcock said the company’s humanoid robot has more possible body positions than atoms in the uni
cand_02246,SOL,listing_delisting,true,pass,none,-0.001813,0.000000,-0.000946,-0.002362,pass,none,false,"🚨 INSIGHT: @mert said Solana should focus on spot listings, onchain binary markets, capital formation, privacy, and vaul"
cand_02206,XRP,payment_or_card_adoption,true,pass,none,-0.011366,-0.000806,0.000073,-0.001537,pass,severe,false,"🇺🇸SEN. WARREN QUESTIONS OCC OVER CRYPTO BANK CHARTERS

Senator Elizabeth Warren is questioning OCC approvals for crypto"
cand_01972,HYPE,staking_or_governance,true,pass,none,-0.018425,-0.002415,-0.010954,-0.013951,pass,none,false,"链上监测：鲸鱼在过去10小时内购买206,325枚HYPE并质押"
cand_01875,TRX,staking_or_governance,true,pass,none,0.002267,-0.000281,-0.000562,-0.001683,pass,none,false,TRX 固定促銷，享年化收益 8%！
cand_01727,SOL,upgrade_or_fork,true,pass,none,0.001075,0.000471,0.001533,0.002715,pass,none,false,Galaxy lifts CLARITY Act odds to 75%
cand_01440,HYPE,staking_or_governance,false,pre_event_price_moved_+2.66%_6h,none,0.026556,-0.000741,0.006924,-0.000381,pass,none,false,"Anchorage (@Anchorage) linked wallet further withdrew 44,510 $HYPE worth $2.16M from #Gate.

They have bought 2.385M $HY"
cand_01433,XRP,stablecoin_supply_or_flow,true,pass,none,-0.003363,0.000659,0.000659,-0.002262,pass,none,false,Ripple's RLUSD Hits New All-Time High in Market Cap - U.Today
cand_01390,BNB,stablecoin_supply_or_flow,true,pass,none,-0.000719,-0.001549,-0.000821,0.001818,pass,none,false,Fetch.ai Launches Agent Launch for AI Agent Tokens on BNB Chain
cand_01333,SHIB,upgrade_or_fork,true,pass,none,-0.000538,-0.001739,0.001745,-0.006920,pass,none,false,"Shibarium Transactions Surge 44%, but SHIB Isn't Moving - U.Today"
cand_01282,LINK,stablecoin_supply_or_flow,false,already_priced_in_5m_+1.15%,none,0.000900,0.011460,0.008703,0.005015,price_in_block,none,false,"Make your own custom stablecoins with Coinbase!

See link in follow on post https://t.co/kUGOkgIVoo"
cand_01146,SOL,listing_delisting,true,pass,none,0.012091,0.000000,0.002916,-0.000581,pass,moderate,false,Solana链上定制稳定币USDF已上线
cand_00748,XRP,staking_or_governance,true,pass,none,-0.005816,-0.000365,0.000000,-0.000876,pass,none,false,Clarity Act could unlock $2T says Ripple CLO
cand_00585,XRP,staking_or_governance,true,pass,none,-0.003219,0.000657,0.000511,0.004909,pass,none,false,Clarity Act floor vote could come by August says Lummis
cand_00581,HYPE,staking_or_governance,false,pre_event_price_moved_+6.77%_6h,none,0.067726,0.000686,0.003912,0.021297,pass,moderate,false,"Anchorage (@Anchorage) linked wallet further withdrew 142,308 $HYPE worth $7.38M from #Gate and #OKX.

They have bought"
cand_00426,XRP,staking_or_governance,true,pass,none,0.005183,0.000434,0.000869,-0.001228,pass,none,false,GSX settles $350m on-chain as $125m liquidity waits
cand_00301,HYPE,staking_or_governance,false,pre_event_price_moved_+2.23%_6h,none,0.022295,-0.002464,0.001945,0.011313,pass,none,false,"This address 0x85C just withdrew $5.72M HYPE from Bitget and staked it.

They have now staked $15.33M of HYPE.

0x85C is"
cand_00259,HYPE,upgrade_or_fork,true,pass,none,0.014903,0.001488,0.011353,0.007540,pass,severe,false,Pi Price Rally Soon? Pi Network Breaks Into US Market Through OKX Integration
cand_00245,SOL,whale_wallet_position,true,pass,none,0.003203,0.000347,0.001852,0.000116,pass,none,false,【Abraxas Capital主地址】SOL 空单 新开仓!
cand_00242,LINK,whale_wallet_position,true,pass,none,-0.001464,0.000933,0.002493,-0.003304,pass,none,false,【重仓布局三大市场】LINK 空单 平仓止盈!
cand_00240,XRP,whale_wallet_position,true,pass,none,-0.000290,0.000437,0.000802,-0.001382,pass,none,false,【重仓布局三大市场】XRP 空单 平仓止盈!
cand_00199,SOL,whale_wallet_position,true,pass,none,0.002585,0.001496,0.003808,0.007061,pass,none,false,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00191,ADA,upgrade_or_fork,true,pass,none,-0.007332,0.000000,0.001603,0.007255,pass,none,false,Charles Hoskinson: ‘Cardano Is My Life's Work and I Want ADA to Succeed No Matter What’
cand_00184,SOL,whale_wallet_position,true,pass,none,0.003460,0.000920,-0.000803,0.006591,pass,none,false,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00151,SOL,whale_wallet_position,true,pass,none,0.003542,-0.000690,0.001960,-0.001034,pass,none,false,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00127,SOL,whale_wallet_position,true,pass,none,0.001693,-0.002417,-0.002646,-0.002761,pass,none,false,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00125,XRP,whale_wallet_position,true,pass,none,-0.000858,-0.002680,-0.002896,-0.002608,pass,none,false,"A crypto whale has made a $224,000 bet that XRP's price stays perfectly flat through June"
cand_00094,HYPE,rwa_tokenization,false,pre_event_price_moved_+2.76%_6h,none,0.027616,0.001795,0.002435,-0.007013,pass,none,false,"Top 5 Projects on RootData🔥 
https://t.co/69bunclw2J

1. @NexusLabs - Massively-parallelized proof mining network; 
📅 $N"
cand_04990,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000826,-0.003916,-0.005363,-0.001458,pass,none,false,What Is AI Jailbreaking? A Beginner's Guide to the Cat-and-Mouse Game Behind Every Chatbot - Decrypt
cand_04953,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.001096,0.000000,-0.001179,-0.000393,pass,none,false,OpenAI and Malta Partner to Give All Citizens Free ChatGPT Plus Access
cand_04889,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.000642,0.000152,0.001067,0.002442,pass,none,false,Tether Urged To Transfer $344M In Frozen USDT To Terror Victims | Bitcoinist.com
cand_04846,BNB,etf_or_fund_flow,true,pass,none,0.003300,-0.000228,-0.001307,0.002211,pass,none,false,PrimeXBT: How Crypto Funding Changes Access to Global Markets | Bitcoinist.com
cand_04822,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.003116,-0.000221,0.000332,0.000332,pass,severe,false,KelpDAO: rsETH Records $936k Net Outflows One Month Post-Hack - Details | Bitcoinist.com
cand_04711,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.003415,0.000799,-0.000414,0.000384,pass,none,false,$10M Gone: Thorchain Exploit Triggers Security Fears Across DeFi
cand_04629,BNB,etf_or_fund_flow,true,pass,none,-0.004399,0.000292,-0.002926,-0.005196,pass,moderate,false,BNB ETF race tightens as VanEck and Grayscale update SEC filings
cand_04600,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.004312,-0.001298,-0.001161,0.000811,pass,moderate,false,Crypto Report Card: How Institutional Investors Allocated Capital In Q1 2026 | Bitcoinist.com
cand_04560,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.001521,-0.001157,-0.001932,0.002093,pass,none,false,Crypto Confidence Surges As Italy's Largest Bank Doubles Holdings In Q1
cand_04539,DOGE,etf_or_fund_flow,true,pass,none,0.012430,0.000269,0.001974,-0.004902,pass,none,false,Dogecoin Teases 27% Breakout out of Bollinger Bands as ETF Inflows Hit 3-Week Streak - U.Today
cand_04482,BNB,etf_or_fund_flow,true,pass,none,0.001114,0.000138,0.000261,0.000583,pass,none,false,XRP ETF inflows surge as network activity hits March highs
cand_04468,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.001655,-0.000046,-0.001808,-0.002022,pass,moderate,false,"CLARITY Act Could Unlock Wider Tech Growth In America, Says a16z"
cand_04407,AVAX,etf_or_fund_flow,true,pass,none,-0.003426,-0.001076,0.000000,0.003243,pass,none,false,"🔥BITWISE’S BHYP LEADS 2026 ALTCOIN ETF DEBUTS

Bitwise’s $HYPE ETF ""BHYP"" saw $4.31M in debut trading volume on May 15,"
cand_04389,AAVE,etf_or_fund_flow,true,pass,none,-0.003279,0.001770,0.001105,0.000995,pass,severe,false,What Is Arc? The Stablecoin Blockchain From USDC Issuer Circle - Decrypt
cand_04379,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.000081,-0.000244,-0.000733,-0.002165,pass,none,false,"Crypto Systems Could Be Outpaced By Quantum Tech By 2033, Says Hoskinson"
cand_04376,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.004200,0.001178,0.000000,0.000392,pass,none,false,Bernstein Sees Figure Q1 Proves Uniqueness of Blockchain Marketplaces
cand_04354,ADA,etf_or_fund_flow,true,pass,none,-0.000625,-0.000394,-0.001182,-0.003536,pass,none,false,"Grayscale, VanEck File Amendments For BNB ETF - Next Altcoin Launch? | Bitcoinist.com"
cand_04272,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.002073,0.000666,0.001566,-0.003393,pass,severe,false,"Bitcoin's Social Euphoria Hits Annual Peak Due To CLARITY Act, But History Says Caution Is Warranted"
cand_04206,ADA,etf_or_fund_flow,true,pass,none,0.006977,0.000795,-0.003562,0.009218,pass,none,false,"Grayscale, VanEck Amend BNB ETF Applications"
cand_04139,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.003349,-0.001351,-0.000338,0.003281,pass,none,false,Aave Restores Wrapped Ether Borrowing Following Kelp DAO Hack
cand_04119,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.001877,-0.000226,-0.000566,-0.004398,pass,none,false,Aave restores WETH borrowing as Kelp DAO recovery moves ahead
cand_04074,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.007391,-0.001603,-0.001603,-0.000401,pass,none,false,Verus Ethereum Bridge Reportedly Exploited for $11.58 Million
cand_04055,AAVE,etf_or_fund_flow,true,pass,none,-0.004098,0.001134,-0.000453,-0.002711,pass,none,false,"还是有巨鲸在抄底的：手持 13.2 万枚 ETH 的巨鲸，今天在 3 小时前以 $2,110 的价格加仓抄底了 5,000 枚 ETH：
他从 Spark 和 Aave 借款 1060 万 USDT，然后买成了 5,001 枚 ETH，买入"
cand_03976,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.002161,0.002155,0.000340,-0.000452,pass,none,false,Crypto ATM Operator Bitcoin Depot Files for Chapter 11 Bankruptcy - Decrypt
cand_03967,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.005819,-0.000531,0.001612,0.001095,pass,none,false,Hacker Drains $11.58 Million From Verus-Ethereum Bridge | Bitcoinist.com
cand_03913,ADA,etf_or_fund_flow,true,pass,none,-0.007991,0.002418,0.001208,-0.004802,pass,none,false,"Goldman Sachs Cuts Crypto ETF Exposure, Rebalances Holdings"
cand_03911,SOL,etf_or_fund_flow,true,pass,none,-0.007560,0.001542,0.001186,-0.003070,pass,none,false,⚡️ UPDATE: Goldman Sachs exited its XRP and Solana ETF positions in Q1 2026. https://t.co/Jp2vuwZMVj
cand_03899,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.004406,-0.000626,-0.001017,-0.001252,pass,severe,false,"BREAKING - Bitcoin Depot, Operator Of 9,000+ ATMs, Files For Bankruptcy Protection"
cand_03853,HYPE,etf_or_fund_flow,true,pass,none,-0.005736,0.005583,0.011139,0.005539,pass,none,false,David Schwartz rejects XRP meme coin investment hype after FUZZY rumors
cand_03830,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.006323,0.000559,0.003364,0.014166,pass,none,false,"Morning Minute: Bitcoin Slides Back to $77K on Rising Bond Yields, Oil Spike - Decrypt"
cand_03802,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.002183,-0.000793,-0.000699,0.006639,pass,none,false,Ex-Ripple CTO Schwartz Sends XRP To John Deaton Senate Campaign
cand_03698,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.001419,-0.004802,-0.001205,-0.010346,pass,none,false,Did The Cardano Founder Help To Derail XRP’s Growth? Ripple Community Draws Out Hoskinson | Bitcoinist.com
cand_03688,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.008119,0.000337,-0.000673,-0.002575,pass,none,false,CoinEx’s crypto savings push in the age of falling DeFi yields
cand_03595,BNB,etf_or_fund_flow,true,pass,none,0.003694,-0.002623,-0.002247,-0.002905,pass,moderate,false,"This US Mega Bank Is Going Big On XRP, Here’s How Large A Share They Own Of XRP ETFs | Bitcoinist.com"
