candidate_id,raw_id,raw_published_at,published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time,backtest_time_utc,backtest_time_china,backtest_time_basis,time_timezone_assumption,time_parse_status,time_parse_flags,title,content,source,url,candidate_asset_symbol,candidate_binance_spot_symbol,candidate_binance_futures_symbol,candidate_event_type,candidate_direction_hint,candidate_importance,event_scope,asset_confidence,time_confidence,needs_review,review_decision,review_notes,quality_flags,auto_quality_score,suggested_reason,suggested_review_decision,review_priority,parsed_backtest_time_utc,event_age_hours,horizon_status,is_mature_72h,publish_decision,discard_reason,primary_discard_reason,channel_route,event_type_l1,event_type_l2,entity_flags,relevance_score_realtime,tradability_tier,primary_asset_symbol,primary_binance_spot_symbol,primary_binance_futures_symbol,effective_asset_symbol,effective_binance_spot_symbol,effective_binance_futures_symbol,v06_stratify_type,eligible_v06_filtered,v06_filtered_preview
cand_00025,2056554729204003176,2026-05-19T01:57:11Z,2026-05-19 09:57:11 UTC+8,2026-05-19T01:57:11Z,2026-05-19 09:57:11 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 09:57:11 UTC+8,2026-05-19T01:57:11Z,2026-05-19 09:57:11 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"燕子回来了！💪

「先定 10 个大目标」老哥晒图展示其 $BTC 空单已浮盈 1222.5 万美元，但具体仓位和开仓点位并未露出

05.06 时他止损 BTC 空单最大亏损约 286.7 万美元，这下一把子都回来了","燕子回来了！💪

「先定 10 个大目标」老哥晒图展示其 $BTC 空单已浮盈 1222.5 万美元，但具体仓位和开仓点位并未露出

05.06 时他止损 BTC 空单最大亏损约 286.7 万美元，这下一把子都回来了",webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T01:57:11Z,196.1614,mature_72h,true,human_review,,,alpha_candidate,whale_position,whale_wallet_position,,73.5,T1,BTC,BTCUSDT,BTCUSDT,BTC,BTCUSDT,BTCUSDT,whale_position,True,true
cand_00304,news:1023:433959eb334ddec6,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 04:00:00 UTC+8,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Kraken revenue hits $507m in Q1 despite slump,"Kraken revenue rose 3% year-on-year to $507m in Q1 2026 as futures trading jumped 51%, Payward said Monday.

Payward, Kraken’s Wyoming-based parent company, said in a Monday press release that it generated $507 million in Q1 2026 adjusted revenue, up 3% from the same quarter a year earlier. Bitcoin fell 22% during the quarter and industry-wide spot trading volume dropped 38%, yet Payward’s diversified platform cushioned the decline.

A year earlier, Payward had reported $492 million in Q1 2025 adjusted revenue, making the 3% year-on-year gain notable given the steeper market downturn this cycle.

Co-CEO Arjun Sethi said in the release: “Where others pulled back, we leaned in.” Growth in futures and newer business lines offset weakness in core crypto markets, with Kraken’s spot market share rising to 5.2% in March from roughly 3.5% in mid-2025.

Rival platforms reported sharper declines in trading revenue over the same period. Payward attributed its resilience to its stronger institutional business and growing derivatives offering, built partly through its $550 million acquisition of CFTC-licensed platform Bitnomial, which crypto.news covered when the deal completed on May 4.

Total platform transaction volume reached $357 billion in Q1, while funded accounts rose 47% year-on-year to 6.1 million and assets on platform reached $40 billion.

Adjusted EBITDA fell to $18 million as Payward continued investing in acquisitions including tokenization platform Backed, token management firm Magna, Bitnomial, and payments company Reap.

Crypto.news reported that non-trading revenue sources including custody, payments, and financing accounted for 53% of Payward’s 2025 total, a structural shift that reduces dependence on volatile trading volumes.

Payward filed its draft S-1 with the SEC confidentially in November 2025 but paused the process in March, citing market conditions. Sources indicate a public listing may slip to 2027. The exchange also cut approximately 150 employees in May, attributing the reductions to AI-driven operational efficiencies, representing roughly 5% of its total workforce.

Payward’s M&A push positions it as the most comprehensively regulated crypto derivatives platform in the US. Crypto.news documented how the Bitnomial deal and Deutsche Börse’s $200 million stake established Payward as a regulated hub for digital asset futures and options inside the US, with its IPO filing remaining active.",news:cryptonews,https://crypto.news/kraken-revenue-hits-507m-in-q1-despite-slump/,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T20:00:00Z,202.1144,mature_72h,true,human_review,,,macro_policy,institutional_flow,etf_or_fund_flow,,72.0,T2,BTC,BTCUSDT,BTCUSDT,BTC,BTCUSDT,BTCUSDT,institutional_flow,True,true
cand_00117,2056522722461761612,2026-05-18T23:50:00Z,2026-05-19 07:50:00 UTC+8,2026-05-18T23:50:00Z,2026-05-19 07:50:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 07:50:00 UTC+8,2026-05-18T23:50:00Z,2026-05-19 07:50:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"Exploit Alert 🚨

According to @dcfgod, @EchoProtocol_ on @monad has been exploited.

The attacker reportedly minted 1,00","Exploit Alert 🚨

According to @dcfgod, @EchoProtocol_ on @monad has been exploited.

The attacker reportedly minted 1,000 $eBTC worth $76.7M and used a previously tested exploit flow to extract funds through Curvance.

So far, the exploiter has:

• Deposited 45 $eBTC ($3.45M) into Curvance as collateral
• Borrowed ~11.29 $WBTC ($867.7K) against it
• Bridged the $WBTC to #Ethereum
• Swapped the funds into $ETH
• Sent 385 $ETH (~$818K) to #TornadoCash

The attacker still appears to control a significant amount of minted $eBTC.

https://t.co/YDPfoYULvD",webhook,,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T23:50:00Z,198.2811,mature_72h,true,human_review,,,alpha_candidate,hack_security,exploit_or_theft,multiple_assets_detected,70.75,T1,ETH,ETHUSDT,ETHUSDT,ETH,ETHUSDT,ETHUSDT,hack_security,True,true
cand_00047,2056545124453327243,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 09:19:01 UTC+8,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Lookonchain：过去4天内发生3起重大黑客攻击事件,"币界网消息，据Lookonchain监测，过去4天内链上连续发生3起重大黑客攻击事件。其中，Thorchain于5月15日被盗超1000万美元Verus-Ethereum跨链桥于5月18日被盗约1150万美元。今日最新发生的一起攻击针对Echo Protocol，黑客恶意铸造了1,000枚eBTC（价值约7664万美元），并已借此窃取了385枚ETH（价值约82.1万美元）。",webhook,,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4,single_asset,high,high,true,include,,market_wide_event,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T01:19:01Z,196.7975,mature_72h,true,human_review,,,alpha_candidate,hack_security,exploit_or_theft,multiple_assets_detected,70.75,T1,ETH,ETHUSDT,ETHUSDT,ETH,ETHUSDT,ETHUSDT,hack_security,True,true
cand_00011,2056561304169812267,2026-05-19T02:23:18Z,2026-05-19 10:23:18 UTC+8,2026-05-19T02:23:18Z,2026-05-19 10:23:18 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 10:23:18 UTC+8,2026-05-19T02:23:18Z,2026-05-19 10:23:18 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,黑客攻击Monad Echo协议，损失约7600万美元,"币界网消息，据Lookonchain报道，Monad Echo协议遭遇重大黑客攻击，攻击者铸造了1,000枚eBTC，价值约7660万美元。黑客allegedly将部分资金作为抵押在Curvance借入WBTC，并将资产跨链至以太坊，随后将其兑换为ETH，并通过Tornado Cash转移了约385 ETH。目前，攻击者仍控制着约955枚eBTC，价值超过7300万美元。这已是短短4天内发生的第三起重大加密攻击事件。",webhook,,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4,single_asset,high,high,true,include,,market_wide_event,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T02:23:18Z,195.7261,mature_72h,true,human_review,,,alpha_candidate,hack_security,exploit_or_theft,multiple_assets_detected,70.75,T1,ETH,ETHUSDT,ETHUSDT,ETH,ETHUSDT,ETHUSDT,hack_security,True,true
cand_00339,2056454065106698551,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T19:17:10Z,202.8283,mature_72h,true,human_review,,,macro_policy,regulation_macro,macro,,70.5,T2,BTC,BTCUSDT,BTCUSDT,BTC,BTCUSDT,BTCUSDT,regulation_macro,True,true
cand_00112,news:1023:d02ce594fb7bcd90,2026-05-19T00:00:00Z,2026-05-19 08:00:00 UTC+8,2026-05-19T00:00:00Z,2026-05-19 08:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 08:00:00 UTC+8,2026-05-19T00:00:00Z,2026-05-19 08:00:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Galaxy Digital wins New York BitLicense,"Galaxy Digital secured a BitLicense from New York on May 18 to offer regulated crypto services to institutions.

Galaxy Digital announced on May 18 that the New York State Department of Financial Services granted its subsidiary GalaxyOne Prime NY both a BitLicense and a Money Transmission License.

The approvals authorise Galaxy to offer regulated digital asset trading and custody services to institutions across New York State, including registered investment advisers, hedge funds, and family offices on a platform managing approximately $9 billion in client assets.

“New York is home to the deepest pool of institutional capital in the country, and digital assets are no longer sitting at the edge of those allocations,” said Mike Novogratz, Galaxy’s founder and CEO, in a statement.

Galaxy becomes only the second firm to receive a BitLicense in 2026, following bitcoin payments firm Strike, which secured NYDFS approval in March.

The framework, introduced in 2015, is one of the strictest crypto licensing regimes in the US, requiring capital minimums, ongoing compliance reviews, and cybersecurity oversight. Only around 40 companies have been approved since launch. New York now joins Galaxy’s regulatory network of more than 50 global licences.

As crypto.news reported , Galaxy research head Alex Thorn has been closely tracking institutional Bitcoin allocations throughout 2026. The New York BitLicense gives Galaxy’s trading and custody platform direct access to the institutions driving those flows, in a state that holds the largest concentration of hedge funds and investment advisers in the US.

BitLicense holders include Coinbase, Robinhood, Circle, and PayPal, making Galaxy’s approval a signal that NYDFS continues selectively admitting crypto firms. As crypto.news documented in its 2025 coverage of Galaxy’s Q2 results, the firm has been building out its data center and AI infrastructure alongside its digital asset platform.

The New York licence now opens one of the world’s largest institutional pools to a firm that generated record results in Global Markets last year and has expanded its data center operations significantly since.

Galaxy’s shares fell 2.36% to $28.91 in pre-market trading on Monday despite the approval, reflecting broader market weakness on the day.",news:cryptonews,https://crypto.news/galaxy-digital-wins-new-york-bitlicense/,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T00:00:00Z,198.1144,mature_72h,true,human_review,,,macro_policy,regulation_macro,license,,70.5,T2,BTC,BTCUSDT,BTCUSDT,BTC,BTCUSDT,BTCUSDT,regulation_macro,True,true
cand_00324,news:1023:0b5e5f49d6fd3a14,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 03:37:15 UTC+8,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Leopold Aschenbrenner bets $13.6b on miners,"Ex-OpenAI researcher Leopold Aschenbrenner’s Situational Awareness fund has doubled to $13.67b, with Bitcoin miners as its top long positions.

Aschenbrenner, who was fired from OpenAI in 2024 over an alleged information leak, filed the fund’s Q1 2026 13F with the SEC on May 15, with the regulator accepting it on May 18. The document shows disclosed equity exposure more than doubling from $5.52 billion at end-2025 to $13.67 billion as of March 31.

The largest long positions span Bitcoin miners IREN, Core Scientific, Riot Platforms, CleanSpark, Bitfarms, Bitdeer, and Hive Digital, alongside energy and compute plays Bloom Energy, SanDisk, and CoreWeave. As Fortune noted in its March profile, the thesis holds that “the most valuable assets in the AI era may not be algorithms, but electricity and computing power.”

Aschenbrenner’s investment logic holds that AI buildout will be bottlenecked by power and land, not chips. Bitcoin miners already hold high-density power sites and grid access that AI companies cannot replicate quickly. His 165-page “Situational Awareness: The Decade Ahead” paper argued that compute infrastructure, not model development, would determine the pace of AGI progress.

The trend is reshaping reported earnings across the sector. As crypto.news reported , TeraWulf’s AI and HPC hosting revenue of $21 million outpaced Bitcoin mining revenue for the first time in Q1 2026. Core Scientific, among Aschenbrenner’s disclosed holdings, has announced plans to repurpose its Pecos site into a 1.5GW AI data center campus, repurposing 300MW of existing mining capacity.

Alongside the miner longs, the fund opened $7.46 billion in put options against the chip sector. The largest positions were $2.04 billion against the VanEck Semiconductor ETF, $1.57 billion against Nvidia, $1.07 billion against Oracle, and $1.01 billion against Broadcom, the filing shows.

The pairing makes the thesis internally consistent: if AI value accrues to power sites rather than chip makers, semiconductor valuations face compression even as infrastructure operators gain.

Crypto.news documented this broader miner pivot in an earlier analysis of firms leaping into HPC , noting that companies from Bitdeer to Riot are accelerating the conversion of mining facilities into AI data centers. Full Q1 holdings data is available at the Situational Awareness LP 13F tracker on 13f.info.",news:cryptonews,https://crypto.news/leopold-aschenbrenner-bets-13-6b-on-miners/,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T19:37:15Z,202.4936,mature_72h,true,human_review,,,research_only,institutional_flow,etf_or_fund_flow,,69.75,T3,BTC,BTCUSDT,BTCUSDT,BTC,BTCUSDT,BTCUSDT,institutional_flow,True,true
cand_00160,2056505718988275732,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,以太坊质押比例上升至31%，长期持有者信心依旧,币界网消息，据The Block报道，尽管以太坊年内价格已下跌约26%，但其质押比例由年初的约29%升至总供应量的约31%。持续增长的质押规模显示，长期持有者在价格承压及链上风险仍存的情况下，依然对以太坊保持信心，并逐步减少市场流通供应。随着现货以太坊ETF发展及以太坊上代币化活动扩张，机构对质押以太坊的需求可能为质押生态带来新的结构性资金流入，但是否会进一步传导至以太坊价格，仍取决于机构资金的实际配置进展。,webhook,,ETH,ETHUSDT,ETHUSDT,staking_governance,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-18T22:42:26Z,199.4072,mature_72h,true,human_review,,,research_only,institutional_flow,etf_or_fund_flow,possible_price_recap,69.75,T3,ETH,ETHUSDT,ETHUSDT,ETH,ETHUSDT,ETHUSDT,institutional_flow,True,true
cand_00016,2056558668813148369,2026-05-19T02:12:50Z,2026-05-19 10:12:50 UTC+8,2026-05-19T02:12:50Z,2026-05-19 10:12:50 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 10:12:50 UTC+8,2026-05-19T02:12:50Z,2026-05-19 10:12:50 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"5/18 Ethereum ETF Net Flow: $-84.14m
$ETHA (BlackRock): –$55.40m
$FETH (Fidelity): –$14.70m
$ETHW (Bitwise): $0.00m
$TET","5/18 Ethereum ETF Net Flow: $-84.14m
$ETHA (BlackRock): –$55.40m
$FETH (Fidelity): –$14.70m
$ETHW (Bitwise): $0.00m
$TETH (21Shares): $0.00m
$QETH (Invesco): $0.00m
$EZET (Franklin): $0.00m
$ETHV (VanEck): $0.00m
$ETHB (BlackRock Staked): –$0.01m
$ETHE (Grayscale): –$3.96m
$ETH (Grayscale mini): –$10.08m",webhook,,ETH,ETHUSDT,ETHUSDT,staking_governance,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-19T02:12:50Z,195.9006,mature_72h,true,human_review,,,research_only,institutional_flow,etf_or_fund_flow,,69.75,T3,ETH,ETHUSDT,ETHUSDT,ETH,ETHUSDT,ETHUSDT,institutional_flow,True,true
cand_00482,2056418026870743250,2026-05-18T16:53:58Z,2026-05-19 00:53:58 UTC+8,2026-05-18T16:53:58Z,2026-05-19 00:53:58 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 00:53:58 UTC+8,2026-05-18T16:53:58Z,2026-05-19 00:53:58 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Bitwise to add HYPE to balance sheet using fees from Hyperliquid ETF,Bitwise to add HYPE to balance sheet using fees from Hyperliquid ETF,webhook,,HYPE,,HYPEUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,85,"has_asset,missing_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T16:53:58Z,205.215,mature_72h,true,human_review,,,research_only,institutional_flow,etf_or_fund_flow,,69.75,T3,HYPE,,HYPEUSDT,HYPE,,HYPEUSDT,institutional_flow,True,true
cand_00365,2056445967503917562,2026-05-18T18:45:00Z,2026-05-19 02:45:00 UTC+8,2026-05-18T18:45:00Z,2026-05-19 02:45:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 02:45:00 UTC+8,2026-05-18T18:45:00Z,2026-05-19 02:45:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Bitwise将用10%管理费购买$HYPE,币界网消息，Bitwise宣布将使用其BHYP Hyperliquid ETF管理费的10%来购买并持有$HYPE代币。此外，99%的区块链收入将用于回购和销毁HYPE代币。,webhook,,HYPE,,HYPEUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,85,"has_asset,missing_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T18:45:00Z,203.3644,mature_72h,true,human_review,,,research_only,institutional_flow,etf_or_fund_flow,,69.75,T3,HYPE,,HYPEUSDT,HYPE,,HYPEUSDT,institutional_flow,True,true
cand_00064,2056540423603024257,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 09:00:20 UTC+8,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"🔥 BULLISH: Bitwise announces it will hold $HYPE on its balance sheet, allocating 10% of its Hyperliquid ETF (BHYP) manag","🔥 BULLISH: Bitwise announces it will hold $HYPE on its balance sheet, allocating 10% of its Hyperliquid ETF (BHYP) management fee directly toward the token. https://t.co/f1Canng0BA",webhook,,HYPE,,HYPEUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,85,"has_asset,missing_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T01:00:20Z,197.1089,mature_72h,true,human_review,,,research_only,institutional_flow,etf_or_fund_flow,,69.75,T3,HYPE,,HYPEUSDT,HYPE,,HYPEUSDT,institutional_flow,True,true
cand_00124,2056519415211192670,2026-05-18T23:36:51Z,2026-05-19 07:36:51 UTC+8,2026-05-18T23:36:51Z,2026-05-19 07:36:51 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 07:36:51 UTC+8,2026-05-18T23:36:51Z,2026-05-19 07:36:51 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"#PeckShieldAlert @dcfgod reports that @EchoProtocol_ was hacked on @monad 

The hacker minted 1k $eBTC ($76.7M) &, utili","#PeckShieldAlert @dcfgod reports that @EchoProtocol_ was hacked on @monad 

The hacker minted 1k $eBTC ($76.7M) &, utilizing the tested flow, deposited 45 $eBTC ($3.45M) into Curvance. They then borrowed ~11.29 $WBTC ($867.7K) against it, bridged the $WBTC to #Ethereum, swapped them for $ETH, and sent 384 $ETH (~$821.7K) to #TornadoCash.",webhook,,BTC,BTCUSDT,BTCUSDT,hack_security,risk,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T23:36:51Z,198.5003,mature_72h,true,human_review,,,alpha_candidate,hack_security,exploit_or_theft,"multiple_assets_detected,candidate_asset_mismatch",69.25,T1,BTC,BTCUSDT,BTCUSDT,BTC,BTCUSDT,BTCUSDT,hack_security,True,true
cand_00105,2056526392758788419,2026-05-19T00:04:35Z,2026-05-19 08:04:35 UTC+8,2026-05-19T00:04:35Z,2026-05-19 08:04:35 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 08:04:35 UTC+8,2026-05-19T00:04:35Z,2026-05-19 08:04:35 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,链上监测：黑客在Monad平台上铸造1000枚EBTC并洗钱,"币界网消息，据链上监测平台Lookonchain报道，最近发生了一起黑客攻击事件。黑客在Monad平台上铸造了1000枚$EBTC（约合7664万美元），随后将45枚$EBTC（约合345万美元）存入Curvance，借入11.3枚$WBTC（约合867,000美元），并将其跨链至以太坊，兑换为385枚$ETH（约合821,000美元）。最后，黑客将这385枚$ETH存入Tornado Cash进行洗钱，目前仍持有955枚$EBTC（约合7320万美元）。",webhook,,BTC,BTCUSDT,BTCUSDT,hack_security,risk,4,single_asset,high,high,true,include,,market_wide_event,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T00:04:35Z,198.0381,mature_72h,true,human_review,,,alpha_candidate,hack_security,exploit_or_theft,"multiple_assets_detected,candidate_asset_mismatch",69.25,T1,BTC,BTCUSDT,BTCUSDT,BTC,BTCUSDT,BTCUSDT,hack_security,True,true
cand_00041,2056546956189765686,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 09:26:17 UTC+8,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"近三天囤积的 ETH 数量增长至 6627.79 枚，价值 1427.6 万美元😆

「曾在 2016 年以均价 $3.45 建仓 11004 枚 $ETH 并获利 3038 万美金的聪明钱」10 小时前再次于链上买入 1344.18 枚","近三天囤积的 ETH 数量增长至 6627.79 枚，价值 1427.6 万美元😆

「曾在 2016 年以均价 $3.45 建仓 11004 枚 $ETH 并获利 3038 万美金的聪明钱」10 小时前再次于链上买入 1344.18 枚 ETH（283 万美元）；目前新建仓部分的平均成本为 $2153.95，现浮亏 16.5 万美元，链上的 USDC 已全部用于建仓

钱包地址 https://t.co/roe94Md9NY

#Bitget 来了就是VIP！Crypto、美股、CFD，全球先机一站布局",webhook,,ETH,ETHUSDT,ETHUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T01:26:17Z,196.6764,mature_72h,true,human_review,,,alpha_candidate,whale_position,whale_wallet_position,,68.25,T1,ETH,ETHUSDT,ETHUSDT,ETH,ETHUSDT,ETHUSDT,whale_position,True,true
