candidate_id,raw_id,raw_published_at,published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time,backtest_time_utc,backtest_time_china,backtest_time_basis,time_timezone_assumption,time_parse_status,time_parse_flags,title,content,source,url,candidate_asset_symbol,candidate_binance_spot_symbol,candidate_binance_futures_symbol,candidate_event_type,candidate_direction_hint,candidate_importance,event_scope,asset_confidence,time_confidence,needs_review,review_decision,review_notes,quality_flags
cand_00144,2056510224446701808,2026-05-18T23:00:20Z,2026-05-19 07:00:20 UTC+8,2026-05-18T23:00:20Z,2026-05-19 07:00:20 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 07:00:20 UTC+8,2026-05-18T23:00:20Z,2026-05-19 07:00:20 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,吴说获悉，Curvance 发文表示，其于美东时间约下午 6 点发现 Echo eBTC 市场出现异常。目前暂无迹象表明 Curvance 智能合约遭到攻破。由于 Curvance 采用完全隔离的市场架构，其它市场未受影响。出于谨慎考虑，相,吴说获悉，Curvance 发文表示，其于美东时间约下午 6 点发现 Echo eBTC 市场出现异常。目前暂无迹象表明 Curvance 智能合约遭到攻破。由于 Curvance 采用完全隔离的市场架构，其它市场未受影响。出于谨慎考虑，相关市场已暂停，团队正联合生态合作方展开调查。https://t.co/fzZyM7KJiO,webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00145,news:1033:c8b143228bc690f6,2026-05-18T22:58:49Z,2026-05-19 06:58:49 UTC+8,2026-05-18T22:58:49Z,2026-05-19 06:58:49 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:58:49 UTC+8,2026-05-18T22:58:49Z,2026-05-19 06:58:49 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,据CNBC：特朗普将推出更多处方药折扣选项,据CNBC：特朗普将推出更多处方药折扣选项。,news:jin10,https://www.jin10.com/detail/20260518225849495800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00146,2056509658588963032,2026-05-18T22:58:05Z,2026-05-19 06:58:05 UTC+8,2026-05-18T22:58:05Z,2026-05-19 06:58:05 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:58:05 UTC+8,2026-05-18T22:58:05Z,2026-05-19 06:58:05 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Delphi Digital：比特币在流动性趋紧背景下表现可能优于多数加密资产,币界网消息，吴说获悉，Delphi Digital表示，在未来一年流动性趋紧背景下，比特币表现可能优于多数加密资产。该机构认为，当市场偏好高质量流动性资产时，资金通常会先从山寨币流向比特币，再进一步流向现金与美国国债。Delphi的流动性安全边际指数（LMOS）目前已升至接近全球金融危机前水平，而中央银行政策广度指数与美国政策领先指标均已出现回落，历史上通常对应未来12至18个月实际收益率上升环境。该机构还称，LMOS指标通常领先比特币市占率约12个月，当前读数意味着BTC dominance或继续上升，市场环境可能面临类似2022年的流动性压力。,webhook,,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,,,
cand_00147,news:1033:5e1916621502139d,2026-05-18T22:55:35Z,2026-05-19 06:55:35 UTC+8,2026-05-18T22:55:35Z,2026-05-19 06:55:35 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:55:35 UTC+8,2026-05-18T22:55:35Z,2026-05-19 06:55:35 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,土耳其外交部长：伊朗与美国没有理由不能通过谈判在中立立场上达成一致,土耳其外交部长：伊朗与美国没有理由不能通过谈判在中立立场上达成一致。,news:jin10,https://www.jin10.com/detail/20260518225535222800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00148,news:1033:237f12998579175e,2026-05-18T22:54:12Z,2026-05-19 06:54:12 UTC+8,2026-05-18T22:54:12Z,2026-05-19 06:54:12 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:54:12 UTC+8,2026-05-18T22:54:12Z,2026-05-19 06:54:12 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,德国外长：伊朗未来必须不再对该地区国家构成威胁,德国外长：伊朗未来必须不再对该地区国家构成威胁。绝不能允许其获得核武器。其弹道导弹计划及助长地区不稳定和冲突的政策必须停止。,news:jin10,https://www.jin10.com/detail/20260518225412913800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00149,2056508154821886264,2026-05-18T22:52:06Z,2026-05-19 06:52:06 UTC+8,2026-05-18T22:52:06Z,2026-05-19 06:52:06 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:52:06 UTC+8,2026-05-18T22:52:06Z,2026-05-19 06:52:06 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,美国SEC最快本周推出代币化股票创新豁免框架,币界网消息，据彭博社报道，美国证券交易委员会（SEC）最快可能于本周推出针对代币化股票的“创新豁免”框架，允许市场交易与上市公司股价挂钩的股票代币。报道称，SEC倾向于允许第三方在未经上市公司授权的情况下发行相关代币，并在去中心化金融（DeFi）平台上交易但若相关代币未向持有人提供股东投票权、分红等权益，相关平台可能会失去上线该类代币的资格。,webhook,,,,,staking_governance,observe,3,unknown,low,high,true,,,missing_asset
cand_00150,news:1033:ca19a9695988039b,2026-05-18T22:51:13Z,2026-05-19 06:51:13 UTC+8,2026-05-18T22:51:13Z,2026-05-19 06:51:13 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:51:13 UTC+8,2026-05-18T22:51:13Z,2026-05-19 06:51:13 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,土耳其外交部长：优先事项是维持伊朗战争的停火，我们希望相信美国和伊朗意识到重新开战的危险,土耳其外交部长：优先事项是维持伊朗战争的停火，我们希望相信美国和伊朗意识到重新开战的危险。,news:jin10,https://www.jin10.com/detail/20260518225113688800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00151,2056507884196745334,2026-05-18T22:51:02Z,2026-05-19 06:51:02 UTC+8,2026-05-18T22:51:02Z,2026-05-19 06:51:02 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:51:02 UTC+8,2026-05-18T22:51:02Z,2026-05-19 06:51:02 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"JUST IN: Suspected Ebola cases in Congo have risen to 395, as outbreak begins to cause global concern.","JUST IN: Suspected Ebola cases in Congo have risen to 395, as outbreak begins to cause global concern.",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00152,news:1033:f1e3e9e7be380ecb,2026-05-18T22:49:47Z,2026-05-19 06:49:47 UTC+8,2026-05-18T22:49:47Z,2026-05-19 06:49:47 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:49:47 UTC+8,2026-05-18T22:49:47Z,2026-05-19 06:49:47 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,美国总统特朗普：在共和党漫长而辉煌的历史中，最糟糕的国会议员是汤姆·马西,美国总统特朗普：在共和党漫长而辉煌的历史中，最糟糕的国会议员是汤姆·马西。他是一个阻挠者和傻瓜。明天，请投票把他赶下台。这将是美国的伟大一天！,news:jin10,https://www.jin10.com/detail/20260518224947725800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00153,news:1005:f06e9d5a9d84b24b,2026-05-18T22:49:27Z,2026-05-19 06:49:27 UTC+8,2026-05-18T22:49:27Z,2026-05-19 06:49:27 UTC+8,,,,UTC,source_rule:news:cointelegraph,,2026-05-19 06:49:27 UTC+8,2026-05-18T22:49:27Z,2026-05-19 06:49:27 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Odds against Interest Rate Cuts High as New US Fed Chair to be Sworn in,"Odds against Interest Rate Cuts High as New US Fed Chair to be Sworn in Ecosystem English News Markets Features Learn Sponsored About XMR $383.14 2.54% LINK $9.58 0.45% DOGE $0.1047 4.00% ADA $0.2516 0.38% BTC $77,018 0.91% ZEC $561.65 3.98% SOL $85.40 0.37% XRP $1.39 1.08% BCH $379.01 6.75% ETH $2,133 1.33% HYPE $47.41 3.72% TRX $0.3558 0.00% BNB $644.22 1.03% Written by Turner Wright ⁠, Staff Writer. Reviewed by Robert Lakin ⁠, Staff Editor. Written by Turner Wright ⁠, Staff Writer. Reviewed by Robert Lakin ⁠, Staff Editor. Odds against rate cuts high as new US Fed chair set for swearing in Latest News Published May 18, 2026 Many experts voiced concerns that the confirmation of Kevin Warsh as Federal Reserve chair would lead to uncertainty about the central bank’s independence, particularly in setting interest rates. Kevin Warsh is set to be sworn in as the next chair of the US Federal Reserve Board of Governors on Friday amid speculation about whether he'll do what US President Donald Trump hopes he does: Lower interest rates once in office. On Wednesday, the US Senate voted largely along party lines to confirm Warsh as the next Fed chair, succeeding Jerome Powell. While Trump nominated both Fed governors in different terms, the president repeatedly threatened to fire Powell in recent months, saying that the Fed chair “should be lowering interest rates.” Source: Kalshi With Warsh expected to assume his role as Fed chair on Friday, prediction market platforms like Kalshi are offering users 38.2% chances on event contracts betting that the central bank will lower interest rates before 2027, dropping from 96% in February. In contrast, CME FedWatch shows a 98.8% probability that the Fed would not change its interest rates, currently at 3.50% to 3.75%, until the end of June, with a more than 94% chance of the same through July. As Fed chair, Warsh will have significant influence in helping policy makers determine federal interest rates. With Powell, Trump repeatedly called for the Fed chair to cut rates on social media and said in April he would be disappointed if Warsh didn’t immediately move to do the same if confirmed. The next meeting of the Federal Open Market Committee, at which interest rates could be changed, is scheduled for June 16. Related: Bitcoin, stocks risk 'months' of losses as Kevin Warsh Becomes Fed chair At Warsh’s confirmation hearing in the Senate Banking Committee, Massachusetts Senator Elizabeth Warren said confirming him could result in the Fed “granting special accounts to [the Trump family’s] crypto company or bailouts to his friends on Wall Street if they get into trouble.” Warsh disclosed more than $100 million in assets ahead of the April hearing, including investments in AI and crypto companies. US lawmakers awaiting CFTC nominations With Warsh set to be sworn in on Friday, lawmakers are still looking to Trump to announce nominations for the US federal commodities regulator, the Commodity Futures Trading Commission (CFTC). Since December, the CFTC has been led solely by Trump’s pick Michael Selig, who took over from acting chair Caroline Pham. The federal regulator has since taken a strong position on attempting to exclusively oversee prediction markets platforms like Kalshi and Polymarket amid US state authorities filing lawsuits against the companies over sports betting. On Friday, the Republican and Democratic leaders of the House Committee on Agriculture called on Trump to “nominate a full panel” of CFTC commissioners, citing “urgent regulatory issues.” Specifically, the lawmakers voiced concerns about CFTC rulemaking if the Digital Asset Market Clarity Act (CLARITY), a bill to establish market structure for cryptocurrencies, became law. Magazine: ETH stalls at $2.4K five times, SOL to rally to $120: Market Moves Cointelegraph is committed to independent, transparent journalism. This news article is produced in accordance with Cointelegraph’s Editorial Policy and aims to provide accurate and timely information. Readers are encouraged to verify information independently. Federal Reserve United States Politics Economics Interest Rate Regulation More on the subject Galaxy secures New York BitLicense to expand institutional crypto services 1 hour ago Sam Bourgi Minnesota legalizes crypto custody services for banks, credit unions 6 hours ago Turner Wright UK proposes near-24/7 settlement to prepare markets for tokenization 9 hours ago Zoltan Vardai Galaxy secures New York BitLicense to expand institutional crypto services 1 hour ago Sam Bourgi Minnesota legalizes crypto custody services for banks, credit unions 6 hours ago Turner Wright UK proposes near-24/7 settlement to prepare markets for tokenization 9 hours ago Zoltan Vardai News Latest News Markets Bitcoin Ethereum Altcoins Blockchain Regulation Sponsored Sponsored Articles Press Releases Research Ecosystem Magazine Accelerator Events Decentralization Guardians LONGITUDE Event About About Cointelegraph Editorial Policy Ads Disclosure Financial Risk Disclaimer Cointelegraph is committed to providing independent, high-quality journalism across the crypto, blockchain, AI, and fintech industries. All news, reviews, and analyses are produced with full journalistic independence and integrity. For more details on our standards and processes, please read our Editorial Policy . © Cointelegraph 2013 - 2026 Terms of Service and Privacy Policy",news:cointelegraph,https://cointelegraph.com/news/interest-rates-fed-chair-kevin-warsh-sworn-in?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,ADA,ADAUSDT,ADAUSDT,macro,observe,4,multi_asset,low,high,true,,,"multi_asset,market_wide_event"
cand_00154,2056507111501152261,2026-05-18T22:47:58Z,2026-05-19 06:47:58 UTC+8,2026-05-18T22:47:58Z,2026-05-19 06:47:58 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:47:58 UTC+8,2026-05-18T22:47:58Z,2026-05-19 06:47:58 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"JUST IN: Strive's $SATA is estimated to have raised enough money to buy 72 #Bitcoin today, including extended hours.

$S","JUST IN: Strive's $SATA is estimated to have raised enough money to buy 72 #Bitcoin today, including extended hours.

$SATA did $27M in volume with 9 days remaining to ex-dividend.

The digital credit engine is firing on all cylinders.🔥 https://t.co/zVAhKVWUXn",webhook,,BTC,BTCUSDT,BTCUSDT,other,observe,3,single_asset,high,high,true,,,unknown_event_type
cand_00155,news:1033:49d60bdac565e36b,2026-05-18T22:47:55Z,2026-05-19 06:47:55 UTC+8,2026-05-18T22:47:55Z,2026-05-19 06:47:55 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:47:55 UTC+8,2026-05-18T22:47:55Z,2026-05-19 06:47:55 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,高盛：连续表态（共 2 条）,"高盛：近期连续发表以下观点：
一、高盛：中东局势升级是最大的市场风险。
二、高盛：地缘政治担忧的缓解推动了股市和人工智能板块的大幅上涨，但下行尾部风险仍被低估。",news:jin10,https://www.jin10.com/detail/20260518224741399800.html,,,,network_upgrade,observe,3,unknown,low,high,true,,,missing_asset
cand_00156,2056506897646395839,2026-05-18T22:47:07Z,2026-05-19 06:47:07 UTC+8,2026-05-18T22:47:07Z,2026-05-19 06:47:07 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:47:07 UTC+8,2026-05-18T22:47:07Z,2026-05-19 06:47:07 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,No one understands what any of these words mean,No one understands what any of these words mean,webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00157,news:1033:91005311b567036b,2026-05-18T22:46:18Z,2026-05-19 06:46:18 UTC+8,2026-05-18T22:46:18Z,2026-05-19 06:46:18 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:46:18 UTC+8,2026-05-18T22:46:18Z,2026-05-19 06:46:18 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,伊朗商会发言人：目前物价上涨的根源在于生产成本和原材料的增加,伊朗商会发言人：目前物价上涨的根源在于生产成本和原材料的增加。,news:jin10,https://www.jin10.com/detail/20260518224618880800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00158,news:1033:cadcb208b229bbc7,2026-05-18T22:44:22Z,2026-05-19 06:44:22 UTC+8,2026-05-18T22:44:22Z,2026-05-19 06:44:22 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:44:22 UTC+8,2026-05-18T22:44:22Z,2026-05-19 06:44:22 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,特朗普“幻想”伊朗投降场景 并嘲讽部分美媒会颠倒黑白,美国总统特朗普在社交平台上最新发文：如果伊朗投降，承认其海军已不复存在、沉入海底，其空军也已不复存在，并且如果其全部军队走出德黑兰，扔掉武器，高举双手，每人高喊“我投降，我投降”，同时疯狂挥舞代表投降的白色旗帜，而且其剩余的全部领导层签署所有必要的“投降文件”，并承认败给了伟大而强大的美利坚合众国，那么《失败的纽约时报》、《华尔街日报》、腐败且现已无关紧要的CNN以及所有其他假新闻媒体将会在头条报道：伊朗取得了一场对美利坚合众国的精妙而辉煌的胜利，而且双方差距悬殊。民主党人和媒体已经完全迷失了方向。他们彻底疯了！,news:jin10,https://www.jin10.com/detail/20260518224422051800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00159,2056506037956485441,2026-05-18T22:43:42Z,2026-05-19 06:43:42 UTC+8,2026-05-18T22:43:42Z,2026-05-19 06:43:42 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:43:42 UTC+8,2026-05-18T22:43:42Z,2026-05-19 06:43:42 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"NEW: U.S. DOJ charges Alex Saab, known as the “bag man” for former Venezuelan ​President Nicolas Maduro, with money laun","NEW: U.S. DOJ charges Alex Saab, known as the “bag man” for former Venezuelan ​President Nicolas Maduro, with money laundering.",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00160,2056505718988275732,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,以太坊质押比例上升至31%，长期持有者信心依旧,币界网消息，据The Block报道，尽管以太坊年内价格已下跌约26%，但其质押比例由年初的约29%升至总供应量的约31%。持续增长的质押规模显示，长期持有者在价格承压及链上风险仍存的情况下，依然对以太坊保持信心，并逐步减少市场流通供应。随着现货以太坊ETF发展及以太坊上代币化活动扩张，机构对质押以太坊的需求可能为质押生态带来新的结构性资金流入，但是否会进一步传导至以太坊价格，仍取决于机构资金的实际配置进展。,webhook,,ETH,ETHUSDT,ETHUSDT,staking_governance,observe,3,single_asset,high,high,false,,,
cand_00161,2056504855544361430,2026-05-18T22:39:00Z,2026-05-19 06:39:00 UTC+8,2026-05-18T22:39:00Z,2026-05-19 06:39:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:39:00 UTC+8,2026-05-18T22:39:00Z,2026-05-19 06:39:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"🇨🇳 INTERESTING: In Shenzhen, automated restaurant delivery systems using maglev tracks are already serving customers in","🇨🇳 INTERESTING: In Shenzhen, automated restaurant delivery systems using maglev tracks are already serving customers in malls, bringing food directly to tables without human staff.

https://t.co/5DOe7k5yJP",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00162,news:3001:77059ea7076fafc4,2026-05-18T22:38:43Z,2026-05-19 06:38:43 UTC+8,2026-05-18T22:38:43Z,2026-05-19 06:38:43 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,2026-05-19 06:38:43 UTC+8,2026-05-18T22:38:43Z,2026-05-19 06:38:43 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,【ZEC最大空头】TON 空单 滚仓 啦!,"🚀 Hyperliquid 持仓异动 | 主力巨鲸大单提醒 🚀
📅 时间: 2026/5/19 06:38:42
🐳 【ZEC最大空头】TON 空单 滚仓 啦!
💰 TON空单增持 215,878.40 枚, 约合452,813.33美元
▫️ 持仓规模: 2,322,248.93美元
▫️ 均价: 2.13美元 → 2.11美元
▫️ 当前盈亏: +93,170.20美元 (+40.12%)
▫️ 当前币价: 2.03美元
▫️ 清算价: 10.02美元
📌 地址: 0xd47587702a91731Dc1089B5DB0932cF820151A91
🔥 注: 该地址在184美元起做空ZEC，曾浮亏2100万，后扭亏为盈，近期成为标普500最大多头，规模超7000万。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,https://t.me/HyperInsight/88748,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00163,news:1033:bce445100b051f24,2026-05-18T22:36:36Z,2026-05-19 06:36:36 UTC+8,2026-05-18T22:36:36Z,2026-05-19 06:36:36 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 06:36:36 UTC+8,2026-05-18T22:36:36Z,2026-05-19 06:36:36 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,德国外长：土耳其在乌克兰冲突和伊朗战争中有潜力发挥重要影响,德国外长：土耳其在乌克兰冲突和伊朗战争中有潜力发挥重要影响。,news:jin10,https://www.jin10.com/detail/20260518223636302800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
