candidate_id,raw_id,raw_published_at,published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time,backtest_time_utc,backtest_time_china,backtest_time_basis,time_timezone_assumption,time_parse_status,time_parse_flags,title,content,source,url,candidate_asset_symbol,candidate_binance_spot_symbol,candidate_binance_futures_symbol,candidate_event_type,candidate_direction_hint,candidate_importance,event_scope,asset_confidence,time_confidence,needs_review,review_decision,review_notes,quality_flags,auto_quality_score,suggested_reason,suggested_review_decision,review_priority,parsed_backtest_time_utc,event_age_hours,horizon_status,is_mature_72h
cand_01820,2056921371125436670,2026-05-20T02:14:05Z,2026-05-20 10:14:05 UTC+8,2026-05-20T02:14:05Z,2026-05-20 10:14:05 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 10:14:05 UTC+8,2026-05-20T02:14:05Z,2026-05-20 10:14:05 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Trump's Truth Social withdraws Bitcoin ETF application from SEC,Trump's Truth Social withdraws Bitcoin ETF application from SEC,webhook,,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T02:14:05Z,200.7272,mature_72h,true
cand_01718,2056963915523981475,2026-05-20T05:03:08Z,2026-05-20 13:03:08 UTC+8,2026-05-20T05:03:08Z,2026-05-20 13:03:08 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 13:03:08 UTC+8,2026-05-20T05:03:08Z,2026-05-20 13:03:08 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Bitwise研究院：资金从LayerZero迁移至Chainlink CCIP,"币界网消息，吴说获悉，Bitwise加密研究院的Ishmael Asad发文表示，在Rseth攻击事件后，资金正在从LayerZero向Chainlink CCIP迁移。LayerZero的日活跃地址数已跌至近三年来的最低点，ZRO代币在安全事件后遭遇大幅抛售与此同时，Chainlink的CCIP日活跃地址数创历史新高，上周CCIP的日活跃地址数达到了创纪录的80,428个，这或是资本迁移的实际影响。",webhook,,LINK,LINKUSDT,LINKUSDT,hack_security,risk,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T05:03:08Z,197.9097,mature_72h,true
cand_01716,2056964992331890887,2026-05-20T05:07:25Z,2026-05-20 13:07:25 UTC+8,2026-05-20T05:07:25Z,2026-05-20 13:07:25 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 13:07:25 UTC+8,2026-05-20T05:07:25Z,2026-05-20 13:07:25 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,吴说获悉，Bitwise 加密研究院 Ishmael Asad 发文表示，在 rsETH 攻击事件后，资金在从 LayerZero 向 Chainlink CCIP 迁移，其中 LayerZero 日活跃地址数已跌至近三年来的最低点，ZRO,"吴说获悉，Bitwise 加密研究院 Ishmael Asad 发文表示，在 rsETH 攻击事件后，资金在从 LayerZero 向 Chainlink CCIP 迁移，其中 LayerZero 日活跃地址数已跌至近三年来的最低点，ZRO 代币在安全事件后遭遇大幅抛售；与此同时，Chainlink 的 CCIP 日活跃地址数创历史新高，在上周 CCIP 的日活跃地址数达到了创纪录的 80,428 个，这或是资本迁移的实际影响。https://t.co/XZseYirv5p",webhook,,LINK,LINKUSDT,LINKUSDT,hack_security,risk,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T05:07:25Z,197.8383,mature_72h,true
cand_01672,news:1023:28ef7b198d1df025,2026-05-20T06:26:16Z,2026-05-20 14:26:16 UTC+8,2026-05-20T06:26:16Z,2026-05-20 14:26:16 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-20 14:26:16 UTC+8,2026-05-20T06:26:16Z,2026-05-20 14:26:16 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Bankr hack drains wallets as users warned not to sign,"Bankr has temporarily disabled transactions after an attacker gained access to 14 wallets, raising new concerns about the security of AI-powered crypto trading agents.

Bankr said on X that it had disabled swaps, transfers, and token deployments while investigating reports of compromised wallets. The AI crypto trading assistant said the pause was done “out of caution” as it reviewed the incident.

The team later said it had identified an attacker who accessed 14 Bankr wallets. Bankr wrote, “we’ve temporarily locked things down while we work through the details,” adding that it would reimburse all lost funds.

Bankr advised users not to sign transactions until further notice. It also told affected users to stop using compromised wallets, create new wallets, generate new seed phrases on clean devices, and move any remaining tokens or NFTs.

The team also warned users to revoke approvals if assets could not be moved. Bankr said attackers often use existing permissions to drain funds, and asked users to scan computers and phones for malware or suspicious browser extensions.

SlowMist founder Yu Xian said the exploit appeared to be a social engineering attack targeting the trust layer between automated agents. He pointed to a possible interaction involving Grok and Bankrbot that allowed unauthorized signing.

Yu added that the case looked like a mix of social engineering and prompt injection. He also said a previous Bankrbot-linked wallet assigned to Grok had been drained through a similar method.

Bankr’s design makes the case more closely watched. A 0x case study describes Bankr as a natural language AI trading companion that lets users swap, trade, transfer, and deploy tokens through simple commands inside social feeds or a private terminal.

Moreover, some users reported large wallet losses after the incident. Tech entrepreneur Austen Allred said a Bankr wallet linked to his Kelly Claude AI assistant project was among those compromised.

Allred said there was no evidence that anyone else had logged into the Bankr account. He added that the attacker must have accessed the keys another way.

The Bankr incident comes during another active period for crypto attackers. Related reports said Verus Protocol’s Ethereum bridge lost more than $11.5 million after attackers used a forged cross-chain transfer message.

Echo Protocol also paused cross-chain activity after an attacker minted roughly $76.7 million in unauthorized eBTC on Monad. Aethir earlier said it contained a bridge attack while keeping user losses below $90,000.

Other DeFi attacks this year have also involved Drift Protocol and Kelp DAO , adding to concerns over bridge security, wallet approvals, and automated transaction systems.",news:cryptonews,https://crypto.news/bankr-hack-drains-wallets-as-users-warned-not-to-sign/,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4,single_asset,high,high,true,include,,market_wide_event,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T06:26:16Z,196.5242,mature_72h,true
cand_01635,2056998818009465248,2026-05-20T07:21:50Z,2026-05-20 15:21:50 UTC+8,2026-05-20T07:21:50Z,2026-05-20 15:21:50 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 15:21:50 UTC+8,2026-05-20T07:21:50Z,2026-05-20 15:21:50 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,BitGo Holdings Q1增持776枚BTC，总持有量达2449枚,币界网消息，数字资产保管机构BitGo Holdings在2026年第一季度增持776枚比特币，目前总持有量达到2449枚比特币。根据Bitcoin 100排名，BitGo Holdings位列第31。,webhook,,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T07:21:50Z,195.5981,mature_72h,true
cand_01542,news:1023:7b26f670b2a0e182,2026-05-20T09:13:26Z,2026-05-20 17:13:26 UTC+8,2026-05-20T09:13:26Z,2026-05-20 17:13:26 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-20 17:13:26 UTC+8,2026-05-20T09:13:26Z,2026-05-20 17:13:26 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"XRP selling pressure fades, but $1.50 still blocks bulls","XRP is trading near $1.37 as exchange-flow data shows cooling deposit pressure, while ETF inflows remain positive and traders wait for a breakout.

Ripple’s native token traded near $1.37 on May 20, down about 1.37% over 24 hours, according to crypto.news price data. The token moved between $1.35 and $1.39 during the same period, with 24-hour trading volume above $1.8 billion. XRP held the fifth spot by market cap, valued near $84.6 billion.

Longer-term performance remains weak. XRP was down about 5.88% over seven days and stayed below recent resistance after several failed moves higher. The price action keeps traders focused on the same narrow zone: support near $1.29 to $1.35 and resistance near $1.50.

That range matters because XRP has not yet shown a confirmed trend change. Buyers continue to defend the lower area, but sellers have limited each move toward the upper band. A clean break may now decide whether XRP extends toward $1.80 or returns toward the $1.00 zone.

Recent coverage also showed XRP spot ETFs had drawn strong flows in April, with $17.11 million in net inflows on April 15 and four straight days of positive flows. Combined XRP ETF assets had moved above $1.25 billion at that time, while XRP traded near $1.42.

According to CryptoQuant analyst Amr Taha, XRP exchange-flow behavior has changed after weeks of strong deposit activity on Bybit. The XRP Multi-Exchange Daily Depositing/Withdrawing Transactions Delta showed Bybit’s transaction delta moving close to zero around May 16.

That marked a clear change from the strong positive readings seen between mid-April and mid-May. In exchange-flow terms, deposit-heavy activity can point to potential selling pressure because tokens moved to exchanges can be sold or traded more easily.

The latest data suggests that Bybit’s earlier deposit imbalance has faded on a transaction-count basis. It does not show the exact XRP volume moving in or out. Still, the change in direction shows that the previous deposit wave has slowed.

Binance and Coinbase have also moved back into negative territory, according to the same CryptoQuant update. That means withdrawal transactions are now higher than deposit transactions on those exchanges. This creates a different setup from the earlier phase, when Bybit-led deposits shaped the market signal.

SoSoValue data shows that XRP spot ETFs recorded another positive daily inflow on May 19. Daily total net inflow stood at $1.48 million, while cumulative net inflow remained near $1.39 billion.

Moreover, XRP spot ETFs recorded $750,440 in inflows on May 18, $10.87 million on May 15, and $18.52 million on May 14. That means daily ETF flows stayed positive across the listed sessions, even as total net assets fell from $1.25 billion on May 14 to $1.12 billion on May 19.

Notably, fresh money continued to enter XRP spot funds, but the total asset base still declined. That can happen when the token price weakens or when market value drops faster than new inflows can offset it.

For XRP traders, the ETF data matters because it shows that institutional demand has not fully disappeared. However, positive ETF inflows alone have not pushed the token above resistance. Price still needs stronger spot demand or a technical breakout to shift the short-term structure.

Analyst Ali Martinez said XRP is showing the tightest Bollinger Band squeeze on its 3-day chart in more than a year. He described the current range between $1.50 and $1.29 as a “no-trade zone.”

“I’m waiting for a clean 3-day candlestick close outside of this range ($1.50-$1.29) to confirm the next major trend direction,” said Martinez.

He added that a close above $1.50 could target $1.80, while a close below $1.29 could open a move toward $1.00.

EGRAG CRYPTO also warned traders to watch candle behavior inside a key macro zone. He asked whether the current candles show accumulation or hidden distribution, placing focus on structure rather than price alone.

Arab Chain’s CryptoQuant update adds caution. The analyst said XRP institutional accumulation on Binance declined in May, with the indicator moving to about -0.0059 as price fell near $1.38. The reading remains close to neutral, meaning the data does not show heavy distribution.

For now, XRP remains in a tight setup. Exchange deposit pressure has cooled, ETF inflows remain positive, and volatility has compressed. A close above $1.50 would strengthen the bullish case, while a close below $1.29 would weaken the current range.

Disclosure: This article does not represent investment advice. The content and materials featured on this page are for educational purposes only.",news:cryptonews,https://crypto.news/xrp-selling-pressure-fades-but-1-50-still-blocks-bulls/,XRP,XRPUSDT,XRPUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T09:13:26Z,193.7381,mature_72h,true
cand_01506,news:1029:cd379e7b51db3ddb,2026-05-20T10:04:34Z,2026-05-20 18:04:34 UTC+8,2026-05-20T10:04:34Z,2026-05-20 18:04:34 UTC+8,,,,Asia/Shanghai,default_china,,2026-05-20 18:04:34 UTC+8,2026-05-20T10:04:34Z,2026-05-20 18:04:34 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Prime Trust Estate Sues Strike Over $29.5M and Bitcoin Withdrawals Before Collapse,"Rizwan is an experienced Crypto journalist with almost half a decade of experience covering everything related to the growing crypto industry — from price analysis to blockchain disruption. During this period, he’s authored more than 3,000 news articles for Coinpedia News.

Rizwan is an experienced Crypto journalist with almost half a decade of experience covering everything related to the growing crypto industry — from price analysis to blockchain disruption. During this period, he’s authored more than 3,000 news articles for Coinpedia News.

Rizwan is an experienced Crypto journalist with almost half a decade of experience covering everything related to the growing crypto industry — from price analysis to blockchain disruption. During this period, he’s authored more than 3,000 news articles for Coinpedia News.

Prime Trust’s estate has sued Strike, claiming the Bitcoin payments company withdrew nearly $29.5 million and 1,939 Bitcoin just weeks before Prime Trust went bankrupt. The lawsuit is now raising questions about whether some crypto firms saw the collapse coming early and quickly moved funds to protect themselves

According to the newly filed complaint, Strike allegedly withdrew nearly $29.5 million and 1,939 Bitcoin from Prime Trust during the company’s final weeks before bankruptcy.

The filing specifically highlights a large 1,350 BTC transfer that reportedly took place on June 2, 2023, shortly before regulators moved against Prime Trust.

Prime Trust’s estate claims Strike executives recognized signs of serious financial and operational problems inside the custodian before the broader market became aware.

The lawsuit argues Strike received preferential treatment by rapidly moving customer funds away from Prime Trust while other users remained exposed to the platform’s collapse.

Court documents also referenced Strike’s own bankruptcy claim filing, where the company reportedly admitted taking actions “to protect its own and its customers’ interests” by transferring funds into external accounts.

Prime Trust was once considered one of crypto’s major custody and infrastructure providers, servicing exchanges, fintech platforms, and digital asset companies.

However, the firm collapsed in 2023 after Nevada regulators accused it of severe financial mismanagement, missing customer funds, and operational failures.

The company later entered receivership before filing for bankruptcy protection.

The collapse triggered widespread concerns across the crypto industry because many companies relied heavily on Prime Trust for custody, fiat settlement, and payment infrastructure.

Prime Trust’s estate is now seeking to claw back at least $13.9 million alongside roughly 1,758 BTC through the lawsuit.

The case centers around U.S. bankruptcy rules that prohibit companies nearing insolvency from favoring certain creditors or counterparties over others before collapse.

If the court sides with Prime Trust’s estate, the lawsuit could become another major precedent for how crypto bankruptcies handle large institutional withdrawals made shortly before insolvency events.

The legal battle also highlights growing risks around centralized crypto custodians, where operational transparency and liquidity management remain critical concerns for both institutional and retail users.",news:coinpedia,https://coinpedia.org/news/prime-trust-estate-sues-strike-over-29-5m-and-bitcoin-withdrawals-before-collapse/,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T10:04:34Z,192.8858,mature_72h,true
cand_01438,news:1023:fd6f3df8fb1c7b9b,2026-05-20T11:21:54Z,2026-05-20 19:21:54 UTC+8,2026-05-20T11:21:54Z,2026-05-20 19:21:54 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-20 19:21:54 UTC+8,2026-05-20T11:21:54Z,2026-05-20 19:21:54 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"Bitcoin seizure reaches 1,000 BTC in Irish drug case","Ireland’s Criminal Assets Bureau and Europol have secured another 500 BTC tied to Clifton Collins, bringing recovered funds from the dormant wallet cluster to 1,000 BTC.

Ireland’s Criminal Assets Bureau said it secured another cryptocurrency wallet linked to an earlier criminal case, with support from Europol’s European Cybercrime Centre. The wallet held 500 Bitcoin, worth about $38.7 million at the time of the reported move.

The bureau said Europol hosted operational meetings in The Hague and supplied “highly complex technical expertise and decryption resources” that helped investigators access the wallet. Earlier related coverage reported that CAB had already seized 500 Bitcoin from a Collins-linked wallet in March.

The case traces back to Clifton Collins, an Irish drug dealer who bought 6,000 Bitcoin in late 2011 and early 2012 using proceeds from cannabis sales. The Guardian reported that Bitcoin traded near $5 when Collins acquired the coins.

Collins printed the private keys on paper and hid them inside the aluminum cap of a fishing rod case at a rented home in County Galway. After his 2017 arrest, the property was cleared, and the fishing gear was believed to have been taken to a dump.

Arkham said a wallet linked to Collins moved another 500 BTC, worth about $38 million. The blockchain analytics firm said the move followed an earlier 500 BTC transfer to Coinbase Custody in March, bringing total funds moved from the entity to 1,000 BTC.

The latest 500 BTC did not follow the same route. Arkham said the new transfer went to a Wintermute-linked Binance deposit address, while the March transfer went to Coinbase Custody.

Arkham’s public Clifton Collins page tracks wallets, holdings, inflows, outflows and counterparties tied to the entity. The page confirms the blockchain analytics label, though full transaction tables require login.

Arkham said Collins bought 6,000 BTC in 2011 and 2012, and that the private keys were long assumed lost after the fishing rod case was discarded. The firm added that another 500 BTC leaving the wallets shows the once-dormant stash is active again.

Moreover, the latest movement also comes as on-chain watchers track other government-linked crypto wallets. Arkham maintains a U.S. Government entity page that tracks holdings, wallets, inflows, outflows and counterparties.

For Ireland, the Collins case now stands as a rare example of authorities gaining access to Bitcoin once widely viewed as unreachable. Around 5,000 BTC still appear tied to the broader lost-keys cache, leaving the case open for further wallet activity.",news:cryptonews,https://crypto.news/bitcoin-seizure-reaches-1000-btc-in-irish-drug-case/,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T11:21:54Z,191.5969,mature_72h,true
cand_01351,2057081473526640903,2026-05-20T12:50:16Z,2026-05-20 20:50:16 UTC+8,2026-05-20T12:50:16Z,2026-05-20 20:50:16 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 20:50:16 UTC+8,2026-05-20T12:50:16Z,2026-05-20 20:50:16 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"🚨 UPDATE: Strike faces a Prime Trust clawback lawsuit over $29.5M cash and 1,939 BTC in withdrawals.

Prime Trust allege","🚨 UPDATE: Strike faces a Prime Trust clawback lawsuit over $29.5M cash and 1,939 BTC in withdrawals.

Prime Trust alleges Strike insiders knew and withdrew funds ahead of its collapse before the public did. https://t.co/DA8901N8DH",webhook,,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T12:50:16Z,190.1242,mature_72h,true
cand_01345,2057083615360454851,2026-05-20T12:58:47Z,2026-05-20 20:58:47 UTC+8,2026-05-20T12:58:47Z,2026-05-20 20:58:47 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 20:58:47 UTC+8,2026-05-20T12:58:47Z,2026-05-20 20:58:47 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,I had Tillman Holloway and Andrew Parish of @tryarchpublic come discuss why the US will keep printing money to fund AI i,"I had Tillman Holloway and Andrew Parish of @tryarchpublic come discuss why the US will keep printing money to fund AI infrastructure, how tokenization is about to reshape global markets and banking, why crypto becomes the default exchange layer in a 24/7 world, and how automation tools are now a necessity for every investor.

YouTube: https://t.co/17Q6HYLD2x
Spotify: https://t.co/dNkS9iwov5
iTunes: https://t.co/GPMptmVfHJ

TIMESTAMPS:
0:00 - Intro
1:05 - AI infrastructure, dollar printing & national security
5:37 - Crypto's role: stablecoins, bitcoin, or tokenization?
7:57 - Why volatility is only going to get worse
13:26 - AI agents & crypto as the default exchange layer
15:40 - Tokenization race & the banking revenue opportunity
21:55 - Fractional assets & borrowing against tokenized holdings
26:41 - Hyperliquid, private company tokenization & M&A outlook
29:50 - Pros/cons of open markets & financial education
32:40 - Prediction markets, tokenized ETFs & the war for capital
34:23 - Arch Public: what it does & where to find it",webhook,,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T12:58:47Z,189.9822,mature_72h,true
cand_01237,2057102708285505593,2026-05-20T14:14:39Z,2026-05-20 22:14:39 UTC+8,2026-05-20T14:14:39Z,2026-05-20 22:14:39 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 22:14:39 UTC+8,2026-05-20T14:14:39Z,2026-05-20 22:14:39 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Token Terminal：代币化ETF持有地址增至4.44万个,币界网消息，据Token Terminal数据，目前已有4.44万个地址持有代币化ETF，而在一年前仅为373个。其中持有者数量最大的标的是Xstock的SPYX和QQQX，这二者均部署在Solana网络上。,webhook,,SOL,SOLUSDT,SOLUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T14:14:39Z,188.7178,mature_72h,true
cand_01219,2057106571247919507,2026-05-20T14:30:00Z,2026-05-20 22:30:00 UTC+8,2026-05-20T14:30:00Z,2026-05-20 22:30:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-20 22:30:00 UTC+8,2026-05-20T14:30:00Z,2026-05-20 22:30:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"🇰🇷SOUTH KOREAN FUNERAL FIRM LOSES $33M ON ETH-LINKED BET

Bumo Sarang, a major South Korean funeral service company, rep","🇰🇷SOUTH KOREAN FUNERAL FIRM LOSES $33M ON ETH-LINKED BET

Bumo Sarang, a major South Korean funeral service company, reportedly invested about $40M in a leveraged ETF tied to BitMine's $ETH -linked stock.

After the value dropped, the firm was left with an unrealised loss of roughly $33 MILLION.",webhook,,ETH,ETHUSDT,ETHUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T14:30:00Z,188.4619,mature_72h,true
cand_01157,news:1020:717de7a12d3a82ef,2026-05-20T15:07:00Z,2026-05-20 23:07:00 UTC+8,2026-05-20T15:07:00Z,2026-05-20 23:07:00 UTC+8,,,,Asia/Shanghai,default_china,,2026-05-20 23:07:00 UTC+8,2026-05-20T15:07:00Z,2026-05-20 23:07:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,500 Dormant Bitcoin Move After 12 Years as Early Investors React to Post-Quantum Risks - U.Today,"Disclaimer: The opinions expressed by our writers are their own and do not represent the views of U.Today. The financial and market information provided on U.Today is intended for informational purposes only. U.Today is not liable for any financial losses incurred while trading cryptocurrencies. Conduct your own research by contacting financial experts before making any investment decisions. We believe that all content is accurate as of the date of publication, but certain offers mentioned may no longer be available.

Analyst CryptoQuant Maartunn detected a major on-chain transaction in which 500 BTC, which had remained completely dormant for more than 10 years, were moved to a new address for the first time. On the Spent Output Age Bands chart for 10-year-old Bitcoin , this activity appeared as an isolated green spike.

The transfer of such an old wallet coincided with the release of major research and news in the quantum technology sector, namely Glassnode's report on Bitcoin's quantum security. According to analysts, 30.2% (6.04 million BTC) of the total market supply is already potentially vulnerable to future quantum attacks .

500 BTC that hadn't moved in 10 years just moved. 👀 pic.twitter.com/A3tF3YIiK3

The vulnerability is tied to exposed public keys on addresses from the Satoshi Nakamoto era and poor wallet hygiene, including address reuse and custodial storage practices. A quantum computer could hypothetically derive a private key only where the public key has already been exposed on-chain.

Exchanges account for around 1.66 million BTC within this risk category. Approximately 5% of Coinbase-held BTC is considered vulnerable, compared to around 85% for Binance and nearly 100% for Bitfinex.

At the same time, the computing industry is demonstrating clear progress and moving beyond the purely laboratory stage. By the end of May 2026, Saudi Aramco, together with Pasqal, had launched cloud access in Saudi Arabia to the country's first quantum computer featuring 200 programmable qubits through the QCaaS platform.

Against this backdrop, IBM declared the beginning of the era of ""quantum utility"", with plans to achieve quantum advantage by the end of 2026 and build the fault-tolerant Quantum Starling system by 2029.

Statements from specialists such as Scott Aaronson, who warned that cryptographic systems could face realistic hacking threats by 2029, no longer appear like distant speculation to early Bitcoin investors.

As Blockstream creator Adam Back notes, Bitcoin must prepare for the quantum threat in advance through the implementation of optional upgrades, but large long-term holders appear to have decided to play it safe and have already started moving their BTC.

Disclaimer: The opinions expressed here are not investment advice; they are provided for informational purposes only. The opinions expressed by our writers are their own and do not represent the views of U.Today. Every investment and all trading involves risk, so you should always perform your own research prior to making decisions. U.Today is not liable for any financial losses incurred while trading cryptocurrencies. We do not recommend investing money you cannot afford to lose.

Read more on U.Today "" + document.location.href + """,news:utoday,https://u.today/500-dormant-bitcoin-move-after-12-years-as-early-investors-react-to-post-quantum-risks,BTC,BTCUSDT,BTCUSDT,hack_security,risk,4,single_asset,high,high,true,include,,market_wide_event,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T15:07:00Z,187.8453,mature_72h,true
cand_01026,news:1023:57f437fb1a8505c2,2026-05-20T17:00:00Z,2026-05-21 01:00:00 UTC+8,2026-05-20T17:00:00Z,2026-05-21 01:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-21 01:00:00 UTC+8,2026-05-20T17:00:00Z,2026-05-21 01:00:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"Drift says insurance fund untouched after attack, withdrawals to resume","Drift Protocol said its insurance fund was not affected by the recent attack and that users who staked into the fund will be able to withdraw their shares normally once the protocol is brought back online.

Drift said in an official post on X that users who staked into the Insurance Fund will be able to withdraw their corresponding shares once the protocol is restored. The protocol added that the fund itself was not affected by the attack because Drift was paused before any losses could be completed through “normal liquidation or bankruptcy processes.”

That distinction matters because Drift’s own documentation defines the Insurance Fund as the first backstop for maintaining exchange solvency in the event of bankruptcies. More detailed staking documentation says users can unstake from the fund, although withdrawals are subject to a cooldown period of 13 days.

The update follows one of the biggest Solana DeFi breaches of the year. In April, crypto.news reported that the Drift hack drained about $285 million through a compromised administrator key in what security researchers described as a social engineering attack rather than a smart contract flaw.

Drift’s explanation is straightforward: the insurance mechanism exists to absorb insolvency created by liquidations and bankruptcies, not to retroactively cover an external exploit that was halted before those internal loss pathways finished playing out. In its latest statement, the team said that because the protocol was paused early enough, the Insurance Fund never became part of the loss cascade tied to the vulnerability.

That aligns with outside reporting on the incident. Elliptic estimated the exploit at $286 million and said Drift suspended deposits and withdrawals during the attack, while Chainalysis described the breach as a privileged-access compromise that led to roughly $285 million in losses over a matter of minutes.

The protocol had already signaled that the fund was being secured as a precaution. Reporting from Binance cited Drift as saying the insurance fund assets were unaffected and were being withdrawn to enhance protection after the exploit.

Drift now says assets from the protocol’s own Insurance Fund will be used to support the system restart and broader user recovery, and that it plans to publish the relevant on-chain addresses so the community can track how the funds are used. That is a notable shift from simply ring-fencing the fund toward actively deploying part of it in the recovery process.

The insurance fund is only one part of Drift’s broader rebuilding effort. In April, multiple outlets reported that the protocol had lined up as much as $147.5 million in support for affected users, including up to $127.5 million from Tether and another $20 million from partners, while later recovery plans pointed to recovery tokens tied to verified losses, as covered by CoinMarketCap and RootData .

For users, the immediate takeaway is narrower and more important: insurance fund stakes were not wiped out in the exploit, and normal withdrawals are expected to resume after Drift’s recovery process is complete.",news:cryptonews,https://crypto.news/drift-says-insurance-fund-untouched-after-attack-withdrawals-to-resume/,SOL,SOLUSDT,SOLUSDT,hack_security,risk,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-20T17:00:00Z,185.9619,mature_72h,true
