candidate_id,raw_id,published_at,published_at_utc,published_at_china,backtest_time,backtest_time_utc,backtest_time_china,source_timezone,source_timezone_assumption,title,content,source,url,primary_asset_symbol,primary_entity,primary_entity_type,detected_entity_names,event_type_l1,event_type_l2,event_scope,publish_decision,research_priority,relevance_score_realtime,impact_score,certainty_score,timeliness_score,entity_quality_score,source_count,duplicate_count,discard_reason,primary_discard_reason,secondary_discard_reasons,tradability_tier,tradability_tier_reason,channel_route,entity_flags,quality_flags,recommended_benchmark,benchmark_reason,manual_decision,manual_event_type_l1,manual_event_type_l2,manual_primary_asset_symbol,manual_notes
cand_00117,2056522722461761612,2026-05-19 07:50:00 UTC+8,2026-05-18T23:50:00Z,2026-05-19 07:50:00 UTC+8,2026-05-19 07:50:00 UTC+8,2026-05-18T23:50:00Z,2026-05-19 07:50:00 UTC+8,Asia/Shanghai,source_rule:webhook,"Exploit Alert 🚨

According to @dcfgod, @EchoProtocol_ on @monad has been exploited.

The attacker reportedly minted 1,00","Exploit Alert 🚨

According to @dcfgod, @EchoProtocol_ on @monad has been exploited.

The attacker reportedly minted 1,000 $eBTC worth $76.7M and used a previously tested exploit flow to extract funds through Curvance.

So far, the exploiter has:

• Deposited 45 $eBTC ($3.45M) into Curvance as collateral
• Borrowed ~11.29 $WBTC ($867.7K) against it
• Bridged the $WBTC to #Ethereum
• Swapped the funds into $ETH
• Sent 385 $ETH (~$818K) to #TornadoCash

The attacker still appears to control a significant amount of minted $eBTC.

https://t.co/YDPfoYULvD",webhook,,ETH,asset_eth,asset,Ethereum|Wrapped Bitcoin|eBTC|Hacker|Monad|Echo Protocol|Curvance|Tornado Cash,hack_security,exploit_or_theft,single_asset,human_review,medium,70.75,90,85.0,80,65,1,0,,,,T1,direct_asset_event_with_price,alpha_candidate,multiple_assets_detected,,BTCUSDT,eth_event_uses_btc_or_market_basket,,,,,
cand_00339,2056454065106698551,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,Asia/Shanghai,source_rule:webhook,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,webhook,,BTC,asset_btc,asset,Bitcoin|Federal Reserve|Kevin Warsh,regulation_macro,macro,market_wide,human_review,medium,70.5,65,90.0,80,85,2,2,,,,T2,market_wide_or_policy_event,macro_policy,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00112,news:1023:d02ce594fb7bcd90,2026-05-19 08:00:00 UTC+8,2026-05-19T00:00:00Z,2026-05-19 08:00:00 UTC+8,2026-05-19 08:00:00 UTC+8,2026-05-19T00:00:00Z,2026-05-19 08:00:00 UTC+8,UTC,source_rule:news:cryptonews,Galaxy Digital wins New York BitLicense,"Galaxy Digital secured a BitLicense from New York on May 18 to offer regulated crypto services to institutions.

Galaxy Digital announced on May 18 that the New York State Department of Financial Services granted its subsidiary GalaxyOne Prime NY both a BitLicense and a Money Transmission License.

The approvals authorise Galaxy to offer regulated digital asset trading and custody services to institutions across New York State, including registered investment advisers, hedge funds, and family offices on a platform managing approximately $9 billion in client assets.

“New York is home to the deepest pool of institutional capital in the country, and digital assets are no longer sitting at the edge of those allocations,” said Mike Novogratz, Galaxy’s founder and CEO, in a statement.

Galaxy becomes only the second firm to receive a BitLicense in 2026, following bitcoin payments firm Strike, which secured NYDFS approval in March.

The framework, introduced in 2015, is one of the strictest crypto licensing regimes in the US, requiring capital minimums, ongoing compliance reviews, and cybersecurity oversight. Only around 40 companies have been approved since launch. New York now joins Galaxy’s regulatory network of more than 50 global licences.

As crypto.news reported , Galaxy research head Alex Thorn has been closely tracking institutional Bitcoin allocations throughout 2026. The New York BitLicense gives Galaxy’s trading and custody platform direct access to the institutions driving those flows, in a state that holds the largest concentration of hedge funds and investment advisers in the US.

BitLicense holders include Coinbase, Robinhood, Circle, and PayPal, making Galaxy’s approval a signal that NYDFS continues selectively admitting crypto firms. As crypto.news documented in its 2025 coverage of Galaxy’s Q2 results, the firm has been building out its data center and AI infrastructure alongside its digital asset platform.

The New York licence now opens one of the world’s largest institutional pools to a firm that generated record results in Global Markets last year and has expanded its data center operations significantly since.

Galaxy’s shares fell 2.36% to $28.91 in pre-market trading on Monday despite the approval, reflecting broader market weakness on the day.",news:cryptonews,https://crypto.news/galaxy-digital-wins-new-york-bitlicense/,BTC,asset_btc,asset,Bitcoin|Galaxy Digital|BitLicense,regulation_macro,license,market_wide,human_review,medium,70.5,65,90.0,80,85,2,1,,,,T2,market_wide_or_policy_event,macro_policy,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00016,2056558668813148369,2026-05-19 10:12:50 UTC+8,2026-05-19T02:12:50Z,2026-05-19 10:12:50 UTC+8,2026-05-19 10:12:50 UTC+8,2026-05-19T02:12:50Z,2026-05-19 10:12:50 UTC+8,Asia/Shanghai,source_rule:webhook,"5/18 Ethereum ETF Net Flow: $-84.14m
$ETHA (BlackRock): –$55.40m
$FETH (Fidelity): –$14.70m
$ETHW (Bitwise): $0.00m
$TET","5/18 Ethereum ETF Net Flow: $-84.14m
$ETHA (BlackRock): –$55.40m
$FETH (Fidelity): –$14.70m
$ETHW (Bitwise): $0.00m
$TETH (21Shares): $0.00m
$QETH (Invesco): $0.00m
$EZET (Franklin): $0.00m
$ETHV (VanEck): $0.00m
$ETHB (BlackRock Staked): –$0.01m
$ETHE (Grayscale): –$3.96m
$ETH (Grayscale mini): –$10.08m",webhook,,ETH,asset_eth,asset,Ethereum|BlackRock|Fidelity|ETF|Bitwise,institutional_flow,etf_or_fund_flow,single_asset,human_review,medium,69.75,80,85.0,80,85,1,1,,,,T3,default_research_only,research_only,,,BTCUSDT,eth_event_uses_btc_or_market_basket,,,,,
cand_00324,news:1023:0b5e5f49d6fd3a14,2026-05-19 03:37:15 UTC+8,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,2026-05-19 03:37:15 UTC+8,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,UTC,source_rule:news:cryptonews,Leopold Aschenbrenner bets $13.6b on miners,"Ex-OpenAI researcher Leopold Aschenbrenner’s Situational Awareness fund has doubled to $13.67b, with Bitcoin miners as its top long positions.

Aschenbrenner, who was fired from OpenAI in 2024 over an alleged information leak, filed the fund’s Q1 2026 13F with the SEC on May 15, with the regulator accepting it on May 18. The document shows disclosed equity exposure more than doubling from $5.52 billion at end-2025 to $13.67 billion as of March 31.

The largest long positions span Bitcoin miners IREN, Core Scientific, Riot Platforms, CleanSpark, Bitfarms, Bitdeer, and Hive Digital, alongside energy and compute plays Bloom Energy, SanDisk, and CoreWeave. As Fortune noted in its March profile, the thesis holds that “the most valuable assets in the AI era may not be algorithms, but electricity and computing power.”

Aschenbrenner’s investment logic holds that AI buildout will be bottlenecked by power and land, not chips. Bitcoin miners already hold high-density power sites and grid access that AI companies cannot replicate quickly. His 165-page “Situational Awareness: The Decade Ahead” paper argued that compute infrastructure, not model development, would determine the pace of AGI progress.

The trend is reshaping reported earnings across the sector. As crypto.news reported , TeraWulf’s AI and HPC hosting revenue of $21 million outpaced Bitcoin mining revenue for the first time in Q1 2026. Core Scientific, among Aschenbrenner’s disclosed holdings, has announced plans to repurpose its Pecos site into a 1.5GW AI data center campus, repurposing 300MW of existing mining capacity.

Alongside the miner longs, the fund opened $7.46 billion in put options against the chip sector. The largest positions were $2.04 billion against the VanEck Semiconductor ETF, $1.57 billion against Nvidia, $1.07 billion against Oracle, and $1.01 billion against Broadcom, the filing shows.

The pairing makes the thesis internally consistent: if AI value accrues to power sites rather than chip makers, semiconductor valuations face compression even as infrastructure operators gain.

Crypto.news documented this broader miner pivot in an earlier analysis of firms leaping into HPC , noting that companies from Bitdeer to Riot are accelerating the conversion of mining facilities into AI data centers. Full Q1 holdings data is available at the Situational Awareness LP 13F tracker on 13f.info.",news:cryptonews,https://crypto.news/leopold-aschenbrenner-bets-13-6b-on-miners/,BTC,asset_btc,asset,Bitcoin|SEC|AI|HIVE Digital,institutional_flow,etf_or_fund_flow,single_asset,human_review,medium,69.75,80,85.0,80,85,1,1,,,,T3,miner_equity_or_infrastructure,research_only,,,ETHUSDT,btc_event_uses_eth_or_market_basket,,,,,
cand_00064,2056540423603024257,2026-05-19 09:00:20 UTC+8,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,2026-05-19 09:00:20 UTC+8,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,Asia/Shanghai,source_rule:webhook,"🔥 BULLISH: Bitwise announces it will hold $HYPE on its balance sheet, allocating 10% of its Hyperliquid ETF (BHYP) manag","🔥 BULLISH: Bitwise announces it will hold $HYPE on its balance sheet, allocating 10% of its Hyperliquid ETF (BHYP) management fee directly toward the token. https://t.co/f1Canng0BA",webhook,,HYPE,asset_hype,asset,Hyperliquid|ETF|Bitwise,institutional_flow,etf_or_fund_flow,single_asset,human_review,medium,69.75,80,85.0,80,85,1,0,,,,T4,unsupported_asset_research_only,unsupported_research,,,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
cand_00160,2056505718988275732,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,Asia/Shanghai,source_rule:webhook,以太坊质押比例上升至31%，长期持有者信心依旧,币界网消息，据The Block报道，尽管以太坊年内价格已下跌约26%，但其质押比例由年初的约29%升至总供应量的约31%。持续增长的质押规模显示，长期持有者在价格承压及链上风险仍存的情况下，依然对以太坊保持信心，并逐步减少市场流通供应。随着现货以太坊ETF发展及以太坊上代币化活动扩张，机构对质押以太坊的需求可能为质押生态带来新的结构性资金流入，但是否会进一步传导至以太坊价格，仍取决于机构资金的实际配置进展。,webhook,,ETH,asset_eth,asset,Ethereum|ETF|RWA,institutional_flow,etf_or_fund_flow,single_asset,human_review,medium,69.75,80,85.0,80,85,1,0,,,,T3,default_research_only,research_only,possible_price_recap,,BTCUSDT,eth_event_uses_btc_or_market_basket,,,,,
cand_00365,2056445967503917562,2026-05-19 02:45:00 UTC+8,2026-05-18T18:45:00Z,2026-05-19 02:45:00 UTC+8,2026-05-19 02:45:00 UTC+8,2026-05-18T18:45:00Z,2026-05-19 02:45:00 UTC+8,Asia/Shanghai,source_rule:webhook,Bitwise将用10%管理费购买$HYPE,币界网消息，Bitwise宣布将使用其BHYP Hyperliquid ETF管理费的10%来购买并持有$HYPE代币。此外，99%的区块链收入将用于回购和销毁HYPE代币。,webhook,,HYPE,asset_hype,asset,Hyperliquid|ETF|Bitwise,institutional_flow,etf_or_fund_flow,single_asset,human_review,medium,69.75,80,85.0,80,85,1,0,,,,T4,unsupported_asset_research_only,unsupported_research,,,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
cand_00478,2056418306362634718,2026-05-19 00:55:05 UTC+8,2026-05-18T16:55:05Z,2026-05-19 00:55:05 UTC+8,2026-05-19 00:55:05 UTC+8,2026-05-18T16:55:05Z,2026-05-19 00:55:05 UTC+8,Asia/Shanghai,source_rule:webhook,"Stablecoins aren't just a US story.

@John1wu spoke to @LowBeta on what @avax is quietly building across Asia and LatAm:","Stablecoins aren't just a US story.

@John1wu spoke to @LowBeta on what @avax is quietly building across Asia and LatAm:

↳ @StraitsX + Monetary Authority of Singapore.
↳ @Alipay and GrabPay rails.
↳ Nonco doing on-chain FX in LatAm.
↳ @rain as the on/off ramp.

The non-US stablecoin universe is here.",webhook,,AVAX,asset_avax,asset,Avalanche|Stablecoin,stablecoin_flow,stablecoin,single_asset,human_review,medium,69.75,80,85.0,80,85,1,0,,,,T3,default_research_only,research_only,,unknown_event_type,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
cand_00482,2056418026870743250,2026-05-19 00:53:58 UTC+8,2026-05-18T16:53:58Z,2026-05-19 00:53:58 UTC+8,2026-05-19 00:53:58 UTC+8,2026-05-18T16:53:58Z,2026-05-19 00:53:58 UTC+8,Asia/Shanghai,source_rule:webhook,Bitwise to add HYPE to balance sheet using fees from Hyperliquid ETF,Bitwise to add HYPE to balance sheet using fees from Hyperliquid ETF,webhook,,HYPE,asset_hype,asset,Hyperliquid|ETF|Bitwise,institutional_flow,etf_or_fund_flow,single_asset,human_review,medium,69.75,80,85.0,80,85,1,0,,,,T4,unsupported_asset_research_only,unsupported_research,,,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
